"vague","grappe","menage","s01q00a","s01q01","s01q02","s01q03a","s01q03b","s01q03c","s01q04a","s01q04b","s01q05","s01q06","s01q06a","s01q06b__1","s01q06b__2","s01q06b__3","s01q06b__4","s01q06b__5","s01q07","s01q08","s01q09__0","s01q09__1","s01q09__2","s01q09__3","s01q10","s01q11","s01q12","s01q13","s01q14","s01q15","s01q16","s01q16r","s01q17","s01q18","s01q19","s01q20","s01q20a1","s01q20a2","s01q20a3","s01q20b","s01q20c","s01q20d","s01q20e","s01q20f","s01q20g","s01q20h","s01q20i","s01q21","s01q22","s01q24","s01q25","s01q26","s01q27","s01q28","s01q29","s01q31","s01q32","s01q33","s01q34","s01q35","s01q36","s01q37","s01q38","s01q39__1","s01q39__2","s01q39__3","s01q39__4","s01q39__5","s01q23","s01q30"
1,121,1,4,1,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,1,5,2,3,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,1,6,2,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,121,1,3,2,3,9,6,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,2,5,1,8,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,1,12,3,,,,,,,,,,,,3,2,1,1,1,7,4,2,2,1,1,7,4,,,,,,,,,,
1,121,2,6,2,8,9999,9999,2007,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,2,,2,10,,,,,,,,,,,,2,2,1,1,1,7,4,2,1,3,1,7,4,2,2,,0,0,0,0,0,,
1,121,2,1,1,1,9999,9999,1992,,,,,,,,,,,2,1,2,,,,21,1,1,,1,6,,,1,1,2,0,,,,,,,,,,,,17,2,1,1,1,7,4,2,2,1,1,7,4,1,,1000,0,0,0,0,0,,
1,121,2,2,2,2,9999,9999,1998,,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,2,2,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,2,3,1,3,6,5,2018,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,2,4,2,3,20,7,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,3,1,1,1,9999,9999,1987,,,,,,,,,,,2,1,2,,,,25,1,1,,1,6,,,1,1,2,0,,,,,,,,,,,,5,2,2,1,1,6,4,2,1,1,1,7,4,2,1,400,0,0,0,0,0,,
1,121,3,3,1,3,1,1,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,3,2,2,2,9999,9999,1993,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,6,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,4,4,2,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,3
1,121,4,7,2,2,9999,9999,9999,32,,,,,,,,,,3,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,4,12,2,3,9999,9999,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,7
1,121,4,2,1,3,9999,9999,9999,18,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,7,4,2,2,,0,0,0,0,0,1,
1,121,4,5,2,3,9999,9999,2004,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,3
1,121,4,9,1,3,9999,9999,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
1,121,4,8,2,3,9999,9999,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
1,121,4,11,1,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
1,121,4,10,1,3,9999,9999,2011,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
1,121,4,1,1,1,9999,9999,9999,58,,,,,,,,,,3,1,3,7,,,18,1,1,,1,6,,,2,,1,8,,,,,,,,,,,,3,2,2,1,1,7,4,2,1,1,1,7,4,1,,1000,0,0,0,0,0,,
1,121,4,3,2,2,9999,9999,9999,35,,,,,,,,,,3,1,1,,,,12,1,1,,1,6,,,2,,3,12,,,,,,,,,,,,9,2,2,2,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,5,4,1,3,15,3,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,0,,,,,,,,,,,,2,2,1,5,5,6,4,1,,,,,,,,,,,,,,,2
1,121,5,6,2,8,22,4,1994,,,,,,,,,,,6,,,,,,18,1,1,,1,6,,,1,1,12,18,,,,,,,,,,,,10,2,2,1,1,7,4,2,2,1,1,7,4,1,,1000,1,0,0,0,0,,
1,121,5,9,2,8,9,8,1993,,,,,,,,,,,6,,,,,,20,1,1,,1,6,,,2,,3,20,,,,,,,,,,,,9,2,1,1,5,6,4,2,1,1,1,7,4,1,,1500,0,0,0,0,0,,
1,121,5,5,2,3,10,6,2007,,,1,1,,,,,,,1,,,,,,,1,1,,1,6,,,1,1,2,0,,,,,,,,,,,,2,2,1,4,9,2,1,1,,,,,,2,2,,0,0,0,0,0,,2
1,121,5,2,2,1,28,9,1984,,,,,,,,,,,3,2,,,,,21,1,1,,1,6,,,2,,3,21,,,,,,,,,,,,9,2,1,4,9,3,1,2,1,2,9,6,4,1,,3000,1,0,0,1,0,,
1,121,5,12,1,8,13,6,2018,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,0,,,,,,,,,,,,2,2,1,2,5,7,4,1,,,,,,,,,,,,,,,11
1,121,5,11,2,8,6,4,1993,,,,,,,,,,,2,2,,,,,20,1,1,,1,6,,,2,,3,20,,,,,,,,,,,,6,2,2,1,1,6,4,2,1,1,5,7,4,1,,100,1,0,0,0,0,,
1,121,5,3,1,3,8,4,2014,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,0,,,,,,,,,,,,2,2,1,5,5,6,4,1,,,,,,,,,,,,,,,2
1,121,5,10,1,10,9999,9999,2000,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,1,,1400,1,0,0,0,0,,
1,121,6,1,1,1,9999,9999,9999,61,,,,,,,,,,3,1,2,,,,23,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,1,,8000,1,0,0,0,0,,
1,121,6,6,2,3,9999,9999,2007,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,121,6,2,2,2,9999,9999,9999,32,,,,,,,,,,3,1,1,,,,16,1,1,,1,6,,,2,,2,16,,,,,,,,,,,,9,2,2,1,1,7,4,2,2,1,1,7,4,1,,1000,0,0,0,0,0,,
1,121,6,5,1,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,6,3,2,3,9999,9999,2017,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,6,4,2,3,9999,9999,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,6,7,1,3,9999,9999,2005,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,121,7,4,2,3,9999,9999,9999,15,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,1,6,4,1,,,,,,2,2,,0,0,0,0,0,,1
1,121,7,1,2,1,9999,9999,1988,,,,,,,,,,,5,,,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,1,1,1,6,4,2,2,1,1,7,4,1,,0,0,0,0,0,0,,
1,121,7,2,2,3,9999,9999,2009,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,1,6,4,1,,,,,,,,,,,,,,,1
1,121,7,3,1,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,1
1,121,7,5,1,3,9999,9999,9999,17,,,,,,,,,,1,,,,,,,3,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,1,6,4,1,,,,,,1,,0,0,0,0,0,0,,1
1,121,8,3,1,3,9999,9999,2012,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,8,1,1,1,9999,9999,1979,,,,,,,,,,,2,1,2,,,,18,1,1,,1,6,,,1,1,3,0,,,,,,,,,,,,17,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,8,5,2,3,13,2,2006,,,1,1,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,121,8,6,2,3,1,1,2000,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,121,8,2,2,2,9999,9999,9999,35,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,9,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,8,4,2,3,3,2,2009,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,9,3,2,2,9999,9999,1981,,,,,,,,,,,2,1,1,,,,18,2,1,,1,6,,,2,,2,17,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,9,1,1,1,9999,9999,1971,,,,,,,,,,,2,1,3,,,,22,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,6,4,2,1,1,1,7,4,2,1,250,0,0,0,0,0,,
1,121,9,4,2,3,9999,9999,2006,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,3
1,121,9,6,2,8,9999,9999,2002,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,5,7,4,2,1,1,1,7,4,1,,250,0,0,0,0,0,,
1,121,9,5,2,3,9999,9999,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,200,0,0,0,0,0,1,3
1,121,10,4,1,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,10,1,1,1,9999,9999,1981,,,,,,,,,,,2,1,2,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,9,5,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,10,5,1,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,10,3,2,3,9999,9999,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,10,2,2,2,9999,9999,9999,25,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,11,1,1,1,9999,9999,1979,,,,,,,,,,,3,1,2,5,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,6,4,1,,,,,,2,1,500,0,0,0,0,0,,7
1,121,11,5,2,2,9999,9999,9999,25,,,,,,,,,,3,1,1,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,11,2,2,2,9999,9999,1991,,,,,,,,,,,3,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,11,6,2,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,11,7,2,4,9999,9999,9999,80,,,,,,,,,,6,,,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,3,1,7,3,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,11,4,1,3,9999,9999,2016,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,11,3,1,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,12,3,2,3,9999,9999,2015,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,121,12,2,2,2,9999,9999,1997,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,6,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,121,12,1,1,1,9999,9999,1990,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,1,1,1,1,,,,,,,,,,,,5,2,2,1,8,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,122,1,2,2,2,9999,9999,9999,17,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,4,1,,200,1,0,0,0,0,,
2,122,1,3,1,3,8,8,2018,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,1,1,1,1,9999,9999,1993,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,5,7,4,2,1,1,1,8,4,1,,200,1,0,0,0,0,,
2,122,2,6,1,3,9999,9999,2009,,,1,2,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,122,2,3,1,3,12,7,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,2,5,2,3,16,2,2012,,,1,1,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,2,1,1,1,9999,9999,9999,41,,,,,,,,,,2,1,2,,,,27,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,1,,1000,0,0,0,0,0,,
2,122,2,4,1,3,6,8,2014,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,2,2,2,2,9999,9999,9999,30,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,1,,0,0,0,0,0,0,,
2,122,3,2,2,2,9999,9999,9999,30,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,5,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
2,122,3,3,1,3,9999,9999,9999,1,11,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,3,5,2,3,9999,9999,9999,10,,2,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,122,3,1,1,1,9999,9999,9999,37,,,,,,,,,,2,1,2,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,5,7,4,2,2,,0,0,0,0,0,,
2,122,3,4,1,3,9999,9999,9999,8,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,3,6,2,3,9999,9999,9999,13,,2,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,122,4,8,1,3,9999,9999,9999,3,2,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
2,122,4,5,1,3,1,1,2002,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,150,0,0,0,0,0,1,2
2,122,4,7,2,2,9999,9999,9999,40,,,,,,,,,,3,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
2,122,4,1,1,1,9999,9999,1965,,,,,,,,,,,3,1,2,7,,,22,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,1,,300,0,0,0,0,0,,
2,122,4,11,1,3,9999,9999,2000,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,300,0,0,0,0,0,1,7
2,122,4,2,2,2,9999,9999,9999,45,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,122,4,10,1,3,1,1,2002,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,500,1,0,0,0,0,1,7
2,122,4,9,1,3,11,6,2008,,,1,1,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,7
2,122,4,3,1,3,9999,9999,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,4,6,1,3,1,1,1999,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,500,0,0,0,0,0,1,2
2,122,4,13,2,5,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,0,,,,,,,,,,,,
2,122,5,3,1,3,19,2,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,5,2,2,2,9999,9999,1984,,,,,,,,,,,3,1,1,,,,20,1,1,,1,6,,,1,1,1,0,,,,,,,,,,,,9,2,1,1,1,7,3,2,1,1,1,7,3,1,,250,0,0,0,0,0,,
2,122,5,1,1,1,9999,9999,1970,,,,,,,,,,,3,1,2,,,,19,1,1,,1,6,,,2,,2,0,,,,,,,,,,,,1,2,2,1,9,7,3,2,2,1,0,,,1,,2000,0,0,0,0,0,,
2,122,5,5,2,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,122,5,4,1,3,4,5,2011,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,6,5,2,5,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,4,,,,,,,,,,
2,122,6,8,1,5,9999,9999,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,2,1,7,4,1,,,,,,,,,,,,,,,9
2,122,6,3,2,2,9999,9999,1971,,,,,,,,,,,3,1,1,,,,21,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,1,,150,0,0,0,0,0,,
2,122,6,6,2,5,9999,9999,2015,,,9999,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,8,4,,,,,,,,,,
2,122,6,4,1,3,9999,9999,2008,,,9999,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,3
2,122,6,1,1,1,9999,9999,1959,,,,,,,,,,,3,1,2,3,,,26,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,4,1,,150,0,0,0,0,0,,
2,122,6,7,1,5,9999,9999,2017,,,9999,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,3,1,8,4,,,,,,,,,,
2,122,6,9,2,8,9999,9999,2001,,,,,,,,,,,2,2,,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,8,4,2,2,,0,0,0,0,0,,
2,122,6,2,2,2,9999,9999,1969,,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
2,122,7,4,2,5,9999,9999,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,0,,,,,,,,,,,,3,2,2,1,1,7,4,2,2,3,0,,,1,,400,0,0,0,0,0,,
2,122,7,7,2,5,9999,9999,1997,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,2,,3,12,,,,,,,,,,,,3,2,1,1,1,7,4,2,2,3,0,,,1,,400,0,0,0,0,0,,
2,122,7,9,2,5,9999,9999,1999,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,9,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
2,122,7,10,2,5,9999,9999,2006,,,1,2,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,9,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
2,122,7,5,1,5,9999,9999,1999,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,2,,3,7,,,,,,,,,,,,3,2,1,1,1,7,3,2,2,3,0,,,1,,250,0,0,0,0,0,,
2,122,7,6,2,5,9999,9999,1997,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,2,,3,5,,,,,,,,,,,,3,2,1,1,1,7,4,2,2,3,0,,,1,,200,0,0,0,0,0,,
2,122,7,8,1,5,9999,9999,1995,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,9,7,4,2,2,1,1,8,4,2,1,200,0,0,0,0,0,,
2,122,7,1,2,1,9999,9999,1949,,,,,,,,,,,5,,,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,1,,300,0,0,0,0,0,,
2,122,8,3,1,8,9999,9999,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,0,,,,,,,,,,,,8,2,1,1,1,6,4,2,2,1,0,,,1,,500,0,0,0,0,0,,
2,122,8,1,1,1,9999,9999,1994,,,,,,,,,,,2,1,2,,,,20,1,1,,1,6,,,2,,3,7,,,,,,,,,,,,5,2,2,1,4,6,4,2,1,1,0,,,1,,500,0,0,0,0,0,,
2,122,8,2,2,2,9999,9999,2001,,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,2,,3,16,,,,,,,,,,,,3,2,1,1,1,7,4,2,2,1,0,,,1,,0,0,0,0,0,0,,
2,122,8,4,2,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,9,7,1,3,10,6,2007,,,1,1,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,122,9,6,1,3,9,1,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,9,4,1,3,17,1,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,122,9,1,1,1,1,1,1978,,,,,,,,,,,3,1,2,8,,,22,1,1,,1,6,,,1,1,6,2,,,,,,,,,,,,13,2,2,1,1,7,4,2,1,1,0,,,1,,500,0,0,0,0,0,,
2,122,9,13,2,3,25,8,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,8
2,122,9,10,1,3,1,1,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,8
2,122,9,11,1,3,9999,9999,9999,3,8,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,8
