"vague","grappe","menage","s20q01","s20q02","s20q03","s20q04","s20q05","s20q06","s20q07","s20q08","s20q09","s20q10","s20q11","s20q12","s20q13__1","s20q13__2","s20q13__3","s20q13__4","s20q13__5","s20q13__6","s20q13__7","s20q13__8","s20q13__9","s20q13__10","s20q13__11","s20q13__12","s20q15a","s20q15b","s20q15c","s20q15d","s20q16a","s20q16b","s20q16c","s20q16d","s20q17a","s20q17b","s20q17c","s20q17d","s20q18a","s20q18b","s20q18c","s20q18d","s20q00"
2,132,7,1,2,3,4,2,150000,4,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,132,8,3,4,3,4,3,20000,4,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,132,9,2,3,3,4,3,40000,4,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,132,10,1,3,3,4,3,100000,4,2,2,2,4,4,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,132,11,1,2,2,4,3,100000,4,2,2,2,4,4,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,132,12,1,2,3,4,3,150000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,133,1,1,3,4,4,3,25000,2,2,2,2,4,4,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,133,2,1,4,4,4,3,100000,4,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,133,3,1,3,3,4,3,75000,4,2,2,2,2,2,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,133,4,1,3,2,4,3,50000,4,2,1,1,4,4,1,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,133,5,1,4,4,5,3,100000,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,133,6,1,4,4,4,4,50000,4,1,1,1,4,4,0,0,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,133,7,1,3,3,4,3,100000,4,1,1,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,2
1,133,9,1,2,2,4,2,200000,4,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,133,10,1,3,3,3,3,75000,4,1,1,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,133,11,1,2,3,4,2,150000,4,2,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,2
1,133,12,2,3,3,4,2,75000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,133,13,1,3,4,4,3,50000,2,2,2,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,134,1,2,2,2,3,2,300000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,134,2,3,4,2,4,4,50000,4,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,134,3,3,3,3,4,3,30000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,134,4,2,3,2,4,3,20000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,134,5,1,3,3,4,3,30000,4,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,134,6,1,4,4,4,4,20000,4,1,1,1,4,4,0,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,134,7,1,3,3,4,4,25000,4,1,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,134,8,1,4,4,4,4,40000,4,1,1,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,134,9,1,3,2,4,2,35000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
2,134,10,1,2,2,5,3,50000,4,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,134,11,1,3,2,4,3,300000,4,2,2,3,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,134,12,1,4,3,4,4,50000,4,2,2,2,4,2,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,135,1,1,3,3,4,3,110000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,2,1,4,3,4,3,150000,4,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,3,1,3,3,4,3,50000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,2
1,135,4,1,3,4,4,3,100000,2,2,2,2,4,4,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,9
1,135,5,1,2,2,4,2,125000,4,1,1,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,6,1,4,3,3,3,60000,4,1,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,7,1,3,3,4,3,75000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,8,2,3,4,4,3,75000,2,2,2,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,9,1,2,2,4,2,50000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,135,10,1,3,3,4,3,50000,4,2,1,1,4,4,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,135,11,1,3,2,4,2,40000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,135,14,1,4,4,4,4,50000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
2,136,1,1,2,3,2,3,40000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,2,1,2,3,2,3,300000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,3,1,2,3,2,3,40000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,3
2,136,6,3,3,3,4,3,45000,4,1,2,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,7,2,3,3,4,3,65000,4,1,2,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,8,1,3,4,4,3,40000,4,2,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,9,1,3,3,4,3,60000,4,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
2,136,10,1,1,1,3,2,300000,4,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,136,11,1,4,4,4,3,250000,4,2,2,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,136,12,1,3,3,4,3,150000,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,13,1,2,3,2,3,30000,4,2,2,2,4,4,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,136,16,2,3,3,4,3,35000,4,1,1,2,4,4,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,137,1,1,2,3,4,2,100000,4,2,2,2,4,4,0,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,137,2,1,3,1,4,1,500000,4,2,1,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,137,3,1,4,3,4,3,75000,4,1,2,1,4,4,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,2
1,137,4,1,3,4,4,3,100000,2,2,2,2,4,4,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,137,5,1,4,4,4,4,100000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,137,6,1,3,2,4,3,150000,4,2,2,2,4,4,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,137,7,1,3,3,4,2,50000,2,2,2,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,5
1,137,8,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,137,9,1,3,2,4,3,60000,4,2,1,2,4,4,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,1
1,137,10,1,4,4,3,3,50000,4,2,1,2,4,4,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,4
1,137,11,1,3,3,4,4,100000,4,1,1,1,4,4,0,0,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,137,12,1,2,2,4,2,50000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
2,138,1,2,2,2,1,4,500000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,138,2,1,3,3,5,4,600000,2,1,1,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,138,3,1,2,3,5,3,800000,2,2,1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,138,4,1,3,3,1,3,750000,2,2,2,1,4,4,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,138,6,1,3,4,4,3,75000,4,1,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,138,7,2,3,3,3,3,125000,4,2,2,2,2,2,0,0,0,0,0,0,1,1,0,1,0,0,,,,,,,,,,,,,,,,,2
2,138,8,1,3,3,4,3,70000,4,1,2,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,138,9,1,3,4,4,4,10000,4,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,1
2,138,10,1,4,3,4,4,30000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,138,11,1,3,1,4,3,30000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,138,12,1,3,1,2,2,45000,4,4,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,138,13,1,4,4,4,3,50000,4,2,2,2,4,4,1,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,4
1,139,1,1,3,4,4,3,200000,4,2,1,2,4,4,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,139,2,3,3,3,5,3,200000,4,2,1,2,4,4,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,2
1,139,3,2,3,3,4,3,300000,4,2,2,2,4,4,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,139,4,1,3,2,4,2,300000,4,1,2,2,4,4,0,0,0,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,139,5,1,3,3,4,3,100000,4,1,1,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,7
1,139,6,1,3,2,4,3,100000,4,2,2,2,4,4,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,1
1,139,7,1,4,3,4,2,150000,4,1,4,2,4,4,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,139,8,1,3,2,4,3,150000,4,2,1,2,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,139,9,2,2,3,2,2,102500,4,2,2,2,4,4,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,139,10,1,3,4,4,3,75000,4,2,1,2,4,4,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,139,11,1,4,4,4,4,150000,4,1,2,1,4,4,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,139,12,1,4,4,4,3,100000,4,2,1,1,4,4,0,0,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,140,1,2,2,1,5,4,2500000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,140,2,1,2,3,4,4,400000,4,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,140,3,1,3,3,4,4,30000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,140,4,1,1,3,4,3,55000,4,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,140,5,1,4,4,4,3,40000,4,2,2,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,140,6,1,4,4,4,3,40000,4,1,2,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,140,7,3,4,4,4,3,35000,4,1,1,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
2,140,8,2,3,3,1,4,100000,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,140,9,2,1,2,1,3,300000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,140,10,1,2,3,1,2,600000,4,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,1
2,140,11,1,3,1,4,3,30000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
2,140,12,1,1,1,4,3,30000,4,2,2,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,141,1,2,3,3,4,3,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,141,2,2,3,3,3,3,100000,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,141,3,1,2,2,3,2,200000,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,141,4,1,3,4,4,3,75000,4,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,141,5,1,2,2,3,3,100000,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,141,6,2,4,4,4,3,100000,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,141,7,2,2,3,4,3,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,141,8,2,3,3,4,3,200000,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,141,10,2,3,3,4,3,500000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,141,11,1,3,3,3,3,150000,4,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,141,12,2,3,3,4,3,70000,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,141,15,2,3,2,4,3,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,142,1,1,2,2,1,3,300000,4,2,2,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
2,142,2,1,2,3,1,2,30000,4,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3
2,142,3,1,2,3,1,4,500000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,142,4,1,2,3,2,3,400000,4,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,142,5,3,3,4,4,3,80000,4,1,2,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,142,6,2,3,4,4,3,70000,4,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,1
2,142,7,3,3,4,4,3,50000,1,2,1,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,142,8,1,3,3,4,3,65000,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,142,9,1,3,2,4,2,300000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,2
2,142,11,1,4,4,4,4,150000,4,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,142,12,1,2,2,4,3,150000,2,2,1,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,142,14,1,3,2,4,3,300000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,143,1,2,3,3,3,2,100000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,2,2,3,3,3,3,400000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,3,1,3,3,4,3,100000,3,2,2,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,143,4,2,3,3,4,3,150000,4,2,1,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,143,5,2,3,3,4,3,100000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,6,1,3,4,4,4,1000000,4,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,7,1,2,3,3,3,75000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,8,2,3,2,4,3,2000000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,143,9,1,2,3,4,3,85000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,10,2,3,3,3,3,400000,4,2,2,1,4,4,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,143,11,2,4,3,2,3,350000,4,2,1,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,143,12,2,3,3,4,3,150000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,144,1,1,2,3,1,4,500000,4,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,144,2,1,2,3,5,4,350000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,144,3,1,2,3,5,4,300000,4,2,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,144,4,1,2,3,1,4,450000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,144,5,3,3,3,4,3,150000,4,2,2,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,144,6,3,4,4,4,3,105000,4,1,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,144,7,3,4,3,4,3,85000,4,1,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,144,8,3,3,3,4,3,100000,4,1,2,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,144,9,1,4,4,4,4,300000,4,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,144,10,1,3,3,4,4,100000,4,2,2,2,4,4,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,144,11,1,1,1,4,2,300000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,144,12,1,2,2,4,2,250000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,145,1,2,3,3,3,3,50000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,3,2,3,3,4,3,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,4,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,145,5,1,3,3,4,3,500000,4,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,6,2,4,2,4,3,100000,4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,145,7,2,3,3,3,3,150000,4,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,8,2,3,3,4,3,200000,4,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,9,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,10,2,4,3,4,3,20000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,145,11,2,2,2,4,2,100000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,12,1,3,3,4,3,30000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,145,16,2,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
2,146,1,1,3,3,4,4,1800000,4,1,1,2,2,2,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,1
2,146,2,1,2,3,4,3,500000,4,2,1,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,3,1,2,3,1,3,300000,4,1,1,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,4,1,2,3,5,3,1000000,2,2,1,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,5,2,3,4,4,3,48000,2,1,2,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,6,1,4,4,4,3,40000,4,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,7,1,3,4,4,4,65000,4,1,1,2,4,4,1,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,146,8,2,3,4,4,3,70000,4,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,9,1,3,4,4,3,100000,4,4,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,1
2,146,10,1,3,4,4,4,30000,4,2,2,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,11,1,1,4,4,3,45000,4,2,2,2,4,4,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,146,12,1,4,3,4,3,30000,4,1,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,1,1,3,3,4,4,30000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,147,2,1,3,3,4,4,50000,4,2,2,2,4,4,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,3,2,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,4,2,4,4,4,3,50000,4,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,147,5,1,4,4,4,4,275000,4,1,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,147,6,2,2,2,2,3,100000,4,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,147,7,1,3,3,4,3,35000,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,8,1,3,4,4,3,300000,4,4,1,1,4,2,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,9,1,4,3,4,4,100000,4,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,10,1,2,3,4,3,150000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,147,11,1,4,3,4,4,250000,4,2,2,2,4,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
1,147,12,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,148,1,2,4,4,5,4,75000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,148,2,2,2,2,4,2,150000,4,2,2,2,4,4,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
