"vague","grappe","menage","s17q00","s17q01","s17q02","s17q03","s17q51","s17q38b","s17q34b","s17q04","s17q05","s17q06","s17q07a1","s17q07b1","s17q07c1","s17q07d1","s17q07e1","s17q07a2","s17q07a3","s17q07a4","s17q07b2","s17q07b3","s17q07b4","s17q07c2","s17q07c3","s17q07c4","s17q07d2","s17q07d3","s17q07d4","s17q07e2","s17q07e3","s17q08","s17q09","s17q10","s17q11","s17q12","s17q13","s17q14","s17q15__0","s17q15__1","s17q16","s17q17","s17q18a","s17q18b","s17q18c","s17q18d","s17q18e","s17q18f","s17q18g","s17q18h","s17q18i","s17q19","s17q20","s17q21","s17q22__0","s17q22__1","s17q23","s17q24a","s17q24b","s17q25","s17q26","s17q27__0","s17q27__1","s17q28","s17q29","s17q30","s17q31a","s17q31b","s17q32a","s17q32b","s17q33","s17q34a","s17q35","s17q36__0","s17q36__1","s17q37","s17q38a","s17q39","s17q40","s17q41__0","s17q41__1","s17q42","s17q43","s17q44","s17q45","s17q46","s17q47__0","s17q47__1","s17q48","s17q49","s17q50","s17q52","s17q53","s17q54","s17q55","s17q56","s17q57","s17q58","s17q59","s17q60","s17q61"
1,11,5,1,"Ovins (Moutons)",2,1,201600,,,1,0,,,,,,,,,,,,,,,,,,,,,3,95000,0,,,,,,,1,1,0,2,0,0,0,0,0,1,0,2,,,,,1,0,1500,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,50400,2,,,1,1000,2,,2,
1,11,12,1,"Ovins (Moutons)",2,1,5000,,,7,4,4,1,,,,,4,1,2,,,,,,,,,,,,4,137000,0,,,,,,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6000,2,,,2,,2,,2,
2,12,1,1,"Camelins (Chameaux)",4,1,,,,1,15,15,1,2,,,,10,1,1,5,1,2,,,,,,,,,0,,4,1,100,950000,4000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,8,12,3,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,1,1,"Caprins (Chèvres)",3,1,,1,,1,20,20,1,2,,,,10,1,1,10,1,2,,,,,,,,,0,,7,1,100,120000,7000,1,,1,1,0,0,0,0,0,0,0,1,0,2,,,,,2,,,2,,,,1,12,5,0.25,1,0,,2,,,,,1,0.25,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,1,1,"Ovins (Moutons)",2,1,,,,1,19,19,1,2,3,4,,2,1,1,3,1,1,6,2,1,8,1,2,,,0,,5,1,100,200000,6250,1,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,2,1,"Camelins (Chameaux)",4,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,4,1,100,1030000,60000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,2,1,"Ovins (Moutons)",2,1,,,,1,11,11,1,,,,,11,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,3,1,"Ovins (Moutons)",2,1,,,,1,12,12,1,8,7,,,8,1,1,2,2,1,2,2,2,,,,,,0,,6,1,100,200000,12000,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,3,1,"Camelins (Chameaux)",4,1,,,,1,8,8,1,,,,,8,1,2,,,,,,,,,,,,0,,3,1,100,600000,30000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,4,1,"Camelins (Chameaux)",4,1,,,,1,10,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,400000,20000,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,4,6,0.5,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,4,1,"Ovins (Moutons)",2,1,,,,1,20,20,1,2,4,5,6,10,1,1,2,1,1,4,2,1,2,2,1,2,2,0,,15,1,100,650000,22500,1,2,1,1,0,1,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,5,1,"Caprins (Chèvres)",3,1,,,,1,13,13,1,3,,,,8,1,1,5,1,2,,,,,,,,,0,,5,1,100,105000,5000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,5,1,"Camelins (Chameaux)",4,1,,1,,1,9,9,1,,,,,9,1,2,,,,,,,,,,,,0,,1,1,100,150000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,8,1,"Ovins (Moutons)",2,1,,1,,2,50,50,1,,,,,50,1,2,,,,,,,,,,,,0,,15,1,100,1250000,0,1,2,1,1,0,1,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,1,20,2,0.5,1,0,,2,,,,,1,0.25,1,15000,1,2,,,,,,,,,2,,100000,2,,,2,,2,,2,
2,12,8,1,"Caprins (Chèvres)",3,1,,,,1,10,10,2,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,8,1,"Camelins (Chameaux)",4,1,,,,2,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,2,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,11,1,"Camelins (Chameaux)",4,1,,,,1,30,30,1,,,,,30,1,2,,,,,,,,,,,,0,,2,1,100,400000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,11,1,"Ovins (Moutons)",2,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,6,1,100,150000,6000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,11,1,"Caprins (Chèvres)",3,1,,1,,1,35,35,2,,,,,35,1,2,,,,,,,,,,,,0,,7,2,100,165000,7000,2,,2,,,,,,,,,,,,,,,,,,,,,,,1,4,5,0.5,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,12,1,"Bovins",1,1,20000,,,1,4,4,1,2,,,,3,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,,,2,,2,,2,
2,12,12,1,"Caprins (Chèvres)",3,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,4,1,100,85000,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,12,1,"Ovins (Moutons)",2,1,15000,,,1,10,10,1,2,,,,5,1,1,5,1,2,,,,,,,,,0,,4,1,100,100000,4000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,,,2,,2,,2,
2,12,12,1,"Camelins (Chameaux)",4,1,,1,,1,4,4,1,2,,,,3,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,14,1,"Camelins (Chameaux)",4,1,,1,,1,10,10,1,2,,,,6,1,1,4,1,2,,,,,,,,,0,,3,1,100,450000,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,14,1,"Ovins (Moutons)",2,1,,,,1,5,5,1,2,,,,2,1,1,3,1,2,,,,,,,,,0,,10,1,100,200000,0,1,2,1,1,0,0,0,0,0,0,0,0,5,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,14,1,"Asins (Anes)",6,1,,,,1,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,14,1,"Bovins",1,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,150000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,2,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,14,1,"Caprins (Chèvres)",3,1,,1,,1,9,9,1,2,,,,5,1,1,4,1,2,,,,,,,,,0,,10,1,100,150000,0,1,2,1,1,1,2,0,0,0,0,0,0,5,2,,,,,2,,,2,,,,1,4,8,0.5,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,16000,2,,,2,,2,,2,
2,12,15,1,"Camelins (Chameaux)",4,1,,,,1,14,8,1,2,,,,4,1,1,4,1,2,,,,,,,,,0,,1,1,100,140000,15000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1,2,0,,2,,,,,2,,,,,,,,,,,,,,2,,12000,2,,,2,,2,,2,
2,12,15,1,"Asins (Anes)",6,1,,,,1,5,5,2,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,15,1,"Caprins (Chèvres)",3,1,,,,1,5,5,6,,,,,5,1,2,,,,,,,,,,,,2,30000,2,2,100,35000,3000,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,2,3,0.5,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,12,15,1,"Ovins (Moutons)",2,1,,1,,1,20,20,1,2,,,,10,1,1,10,1,2,,,,,,,,,0,,10,1,100,165000,15000,1,2,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,8,3,0.5,1,0,,2,,,,,1,0.5,1,12000,1,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,12,16,1,"Caprins (Chèvres)",3,1,,1,,1,18,10,1,,,,,10,1,2,,,,,,,,,,,,0,,5,1,100,88000,5000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,3,0.5,1,0,,2,,,,,1,0.5,1,15600,1,,,,,,,,,,2,,2000,2,,,2,,2,,2,
2,12,16,1,"Ovins (Moutons)",2,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,6,1,100,108000,6000,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,12,16,1,"Camelins (Chameaux)",4,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,2,0,,2,,,,,2,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
1,13,1,1,"Ovins (Moutons)",2,1,4000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,3,15000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1500,2,,,2,,2,,2,
1,13,2,1,"Caprins (Chèvres)",3,1,,,,1,15,15,1,4,,,,9,1,1,6,1,2,,,,,,,,,0,,3,1,100,50000,6000,1,,1,10,0,1,0,0,0,0,0,1,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,2,1,"Ovins (Moutons)",2,1,,,,1,12,12,1,4,,,,8,1,1,4,1,2,,,,,,,,,0,,9,1,100,200000,20500,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,2,1,"Camelins (Chameaux)",4,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,0,,2,,,,,2,,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,2,1,"Asins (Anes)",6,1,,,,1,2,2,1,4,,,,1,1,1,1,1,2,,,,,,,,,0,,1,1,100,50000,5500,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,3,1,"Asins (Anes)",6,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,3,1,"Camelins (Chameaux)",4,1,750,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,1,2,1,2,,,,,2,,2,,,,,,,,,,,,1,1,0,2,,,2,,2,,2,
1,13,3,1,"Ovins (Moutons)",2,1,,,,1,30,30,1,,,,,30,1,2,,,,,,,,,,,,0,,10,1,100,150000,10000,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,10,2,0.25,1,0.25,1,2,,,,,2,,1,20000,1,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,3,1,"Caprins (Chèvres)",3,1,,1,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,1,0,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,1,4,2,0.5,1,0.5,1,2,,,,,1,0.25,1,30000,1,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,5,1,"Ovins (Moutons)",2,1,2000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,7,1,100,19500,12000,1,,1,1,1,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,2,,,2,,2,,2,
1,13,5,1,"Asins (Anes)",6,1,,,,1,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,5,1,"Caprins (Chèvres)",3,1,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,,4,1,100,40000,4000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,5,1,"Camelins (Chameaux)",4,1,9500,,,1,10,10,1,3,4,,,3,1,1,3,1,1,4,1,2,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,2,1,2,,,,,2,,2,,,,,,,,,,,,1,2,0,2,,,2,,2,,2,
1,13,6,1,"Ovins (Moutons)",2,1,55000,,,1,11,11,1,2,4,,,6,1,1,3,1,1,2,2,2,,,,,,2,44000,4,1,86,125000,8250,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10000,2,,,2,,2,,1,4000
1,13,6,1,"Caprins (Chèvres)",3,1,55000,1,,1,20,20,1,2,4,,,10,1,1,7,1,1,3,1,2,,,,,,0,,0,,,,,,,1,1,1,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,3,10,30,1,0,,2,,,,,1,20,1,100000,1,,,,,,,,,,1,3,10000,2,,,1,0,1,4000,2,
1,13,6,1,"Camelins (Chameaux)",4,1,60000,,,1,12,12,1,,,,,12,1,2,,,,,,,,,,,,0,,2,1,96,90000,0,1,2,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,5,2,20,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,4,0,2,,,1,6000,2,,1,12000
1,13,7,1,"Camelins (Chameaux)",4,1,13000,,,2,15,15,2,,,,,15,1,2,,,,,,,,,,,,0,,2,1,100,325000,19000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1.5,1,30,1,2,,,,,2,,2,,,,,,,,,,,,1,5,0,2,,,2,,2,,2,
1,13,7,1,"Caprins (Chèvres)",3,1,8250,2,,2,27,27,2,,,,,27,1,2,,,,,,,,,,,,0,,7,1,100,180000,11000,1,,1,1,1,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,6,3,0.5,1,20,1,2,,,,,1,1,1,30000,1,2,,,,,,,,,1,3,6500,2,,,1,0,2,,2,
1,13,7,1,"Asins (Anes)",6,1,,,,2,3,3,2,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,7,1,"Ovins (Moutons)",2,1,19500,,,2,25,25,1,,,,,25,1,2,,,,,,,,,,,,0,,5,1,100,150000,9000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,2,0.5,1,2.5,1,2,,,,,2,,2,,,,,,,,,,,,1,2,13000,2,,,1,0,2,,2,
1,13,8,1,"Ovins (Moutons)",2,1,12000,,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,2,22000,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,12800,2,,,2,,2,,2,
1,13,9,1,"Camelins (Chameaux)",4,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,4,1,100,300000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,9,1,"Asins (Anes)",6,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,9,1,"Caprins (Chèvres)",3,1,13000,1,,1,13,13,1,2,,,,8,1,1,5,1,2,,,,,,,,,0,,5,1,100,80000,5000,1,2,1,1,1,1,0,0,0,0,0,0,2,2,,,,,2,,,2,,,,1,4,3,1,1,5,1,2,,,,,1,1,1,35000,1,2,,,,,,,,,1,3,10000,2,,,1,0,2,,2,
1,13,9,1,"Ovins (Moutons)",2,1,6500,,,1,20,20,1,2,,,,5,1,1,15,2,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,5,2,0.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,3,19500,2,,,1,0,2,,2,
1,13,10,1,"Caprins (Chèvres)",3,1,25000,1,,1,12,12,2,,,,,12,1,2,,,,,,,,,,,,0,,2,1,94,18000,2000,1,2,1,1,0,1,0,0,0,0,0,1,1,2,,,,,2,,,2,,,,1,6,4,25,1,0,,2,,,,,1,10,1,40000,1,2,,,,,,,,,1,3,4000,2,,,1,6000,2,,2,
1,13,10,1,"Ovins (Moutons)",2,1,,,,1,16,16,1,2,,,,4,1,1,12,1,2,,,,,,,,,0,,3,2,94,75000,3000,1,2,1,1,0,1,0,0,0,0,0,1,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,6000,2,,1,4000
1,13,11,1,"Poules / poulets",9,1,,,,1,7,7,1,,,,,7,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,3,0,0,0,0,0,0,0,12,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,13,11,1,"Pintades",10,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,13,11,1,"Ovins (Moutons)",2,1,180000,,,1,15,15,1,,,,,15,1,2,,,,,,,,,,,,3,60000,14,1,100,500000,0,1,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,1,5000,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,50000,2,,,2,,2,,2,
1,13,12,1,"Camelins (Chameaux)",4,1,,1,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,1,0,,2,,,,,1,1,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,13,12,1,"Caprins (Chèvres)",3,1,50000,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,10,210000,4,1,96,40000,4000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5000,2,,,2,,2,,2,
2,14,1,1,"Camelins (Chameaux)",4,1,20000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,1,0,,2,,,,,2,,,,,,,,,,,,,,1,4,0,2,,,2,,2,,2,
2,14,1,1,"Ovins (Moutons)",2,1,30000,1,,1,20,20,2,3,4,5,,6,1,1,3,1,1,6,2,1,5,2,2,,,0,,4,2,100,120000,4000,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,10,6,0.25,1,0,,2,,,,,1,0.25,1,15000,1,2,,,,,,,,,1,3,3000,2,,,1,2000,2,,2,
2,14,1,1,"Caprins (Chèvres)",3,1,,1,,1,30,30,1,2,3,4,5,2,1,1,10,1,1,7,2,1,7,2,1,4,2,0,,4,1,100,80000,4000,1,2,1,1,0,0,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,1,10,5,0.25,1,0,,2,,,,,1,0.25,1,20000,1,2,,,,,,,,,2,,6000,2,,,2,,2,,2,
2,14,4,1,"Caprins (Chèvres)",3,1,,,,2,8,8,1,,,,,8,2,2,,,,,,,,,,,,0,,3,2,100,70000,3000,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,0.25,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,2500,2,,,2,,2,,2,
2,14,5,1,"Ovins (Moutons)",2,1,,,,2,6,6,1,2,,,,3,1,1,3,1,2,,,,,,,,,0,,1,1,100,15000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2000,2,,,2,,2,,2,
2,14,5,1,"Camelins (Chameaux)",4,1,,1,,1,4,4,9,2,1,,,1,1,1,2,1,1,1,1,2,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,5,1,"Caprins (Chèvres)",3,1,,,,1,8,8,1,2,,,,3,1,1,5,1,2,,,,,,,,,0,,1,2,100,5000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2000,2,,,2,,2,,2,
2,14,6,1,"Caprins (Chèvres)",3,1,,,,1,8,8,1,2,,,,4,1,1,4,2,2,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,1,2,4,0.25,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,6,1,"Ovins (Moutons)",2,1,,,,1,336,6,1,2,,,,2,1,1,4,1,2,,,,,,,,,1,15000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,7,1,"Caprins (Chèvres)",3,1,,,,1,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2000,2,,,2,,2,,2,
2,14,7,1,"Camelins (Chameaux)",4,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,7,1,"Ovins (Moutons)",2,1,,,,1,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,2,2,100,30000,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,14,8,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,1,1,100,7000,1000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,14,8,1,"Caprins (Chèvres)",3,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,1,1,100,12000,0,1,,1,1,0,0,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,1,2,2,0.25,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,14,11,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0.5,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,12,1,"Caprins (Chèvres)",3,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,35000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0.5,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,14,15,1,"Caprins (Chèvres)",3,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,4,0.25,1,0,,2,,,,,2,,,,,,,,,,,,,,2,,2500,2,,,2,,2,,2,
1,15,3,1,"Caprins (Chèvres)",3,1,,1,,1,10,10,1,8,7,,,1,1,1,4,1,1,5,1,2,,,,,,0,,15,1,100,250000,20000,1,2,1,1,1,0,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,1,10,3,3,1,0.5,1,2,,,,,1,0.25,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,15,3,1,"Ovins (Moutons)",2,1,,1,,1,50,50,1,2,7,,,22,1,1,25,1,1,3,1,2,,,,,,2,145000,50,1,100,500000,8000,1,2,1,1,0,1,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,1,20,3,0.5,1,0,,2,,,,,1,0.25,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,15,3,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
