"vague","grappe","menage","s10q02","s10q03","s10q04","s10q05","s10q06","s10q07","s10q08","s10q09","s10q10","s10q11","s10q01"
1,385,9,2,2,2,2,2,2,2,2,2,0,1
1,385,10,2,2,2,2,2,2,2,2,2,0,1
1,385,11,2,2,2,2,2,2,2,2,2,0,1
1,385,12,2,2,2,2,2,2,2,2,2,0,1
2,386,1,2,2,2,2,2,2,2,2,2,0,1
2,386,2,2,2,2,1,2,2,2,2,2,1,1
2,386,3,2,2,2,2,2,2,2,2,2,0,1
2,386,4,2,2,2,1,2,2,2,2,2,1,1
2,386,5,2,2,2,1,2,2,2,2,2,1,2
2,386,6,1,2,2,2,2,2,2,2,2,1,5
2,386,7,2,2,2,1,2,2,2,2,2,1,1
2,386,8,2,2,2,2,2,2,2,2,2,0,1
2,386,9,2,2,2,2,2,2,2,2,2,0,1
2,386,10,2,2,2,2,2,2,2,2,2,0,1
2,386,11,2,2,2,2,2,2,2,2,2,0,1
2,386,12,2,2,2,2,2,2,2,2,2,0,2
1,387,1,2,2,2,2,2,2,2,2,2,0,1
1,387,2,2,2,2,1,2,2,2,2,2,1,1
1,387,3,2,2,2,1,2,2,2,2,2,1,1
1,387,4,2,2,2,2,2,1,2,2,2,1,1
1,387,5,1,2,2,2,2,2,2,2,2,1,1
1,387,6,2,2,2,2,2,2,2,2,2,0,2
1,387,7,2,1,2,1,2,1,2,2,2,1,1
1,387,8,2,2,2,2,2,2,2,2,2,0,1
1,387,9,1,2,2,2,2,2,2,2,2,1,1
1,387,10,2,2,2,1,2,2,2,2,2,1,1
1,387,11,2,2,2,2,2,2,2,2,2,0,1
1,387,12,2,2,2,1,2,2,2,2,2,1,2
2,388,1,1,2,2,2,2,2,2,2,2,1,1
2,388,2,2,2,2,1,2,2,2,2,2,1,1
2,388,3,2,2,2,2,2,2,2,2,2,0,2
2,388,4,2,2,2,2,2,2,2,2,1,1,2
2,388,5,2,2,2,2,2,2,2,2,2,0,1
2,388,6,2,2,2,1,2,2,2,2,2,1,1
2,388,7,2,2,2,2,2,2,2,2,2,0,1
2,388,8,1,2,2,2,2,2,2,2,2,1,1
2,388,9,2,2,2,2,2,2,2,2,2,0,1
2,388,10,2,2,2,2,2,2,2,2,2,0,1
2,388,11,2,2,2,2,2,2,2,2,2,0,1
2,388,12,2,2,2,2,2,2,2,2,2,0,2
1,389,1,2,2,2,1,2,2,2,2,2,1,1
1,389,2,2,2,2,1,2,2,2,2,2,1,2
1,389,3,2,2,2,2,2,2,2,2,2,0,1
1,389,4,2,2,2,1,2,2,2,2,2,1,1
1,389,5,1,2,2,2,2,2,2,2,2,1,1
1,389,6,1,2,2,1,2,2,2,2,2,1,1
1,389,7,2,2,2,2,2,2,2,2,2,0,1
1,389,8,2,2,2,1,2,2,2,2,2,1,1
1,389,9,2,2,2,1,2,2,2,2,1,1,1
1,389,10,2,2,2,2,2,2,2,2,2,0,1
1,389,11,2,2,2,2,2,2,2,2,1,1,13
1,389,12,2,2,2,2,2,1,2,2,2,1,1
2,390,1,2,2,2,1,2,2,2,2,2,1,1
2,390,2,2,2,2,2,2,2,2,2,2,0,1
2,390,3,1,2,2,2,2,1,2,2,2,1,1
2,390,4,2,2,2,2,2,2,2,2,2,0,1
2,390,5,2,2,2,2,2,2,2,2,2,0,1
2,390,6,1,2,2,1,2,2,2,2,2,1,1
2,390,7,2,2,2,2,2,2,2,2,2,0,1
2,390,8,2,2,2,2,2,2,2,2,2,0,1
2,390,9,2,2,2,1,2,2,2,2,2,1,1
2,390,10,1,2,2,2,2,2,2,2,2,1,1
2,390,11,2,2,2,2,2,2,2,2,2,0,1
2,390,12,2,2,2,2,2,2,2,2,2,0,1
1,391,1,2,2,2,2,2,2,2,2,2,0,3
1,391,2,2,2,2,2,2,2,2,2,2,0,1
1,391,3,1,2,1,2,2,2,2,2,2,1,1
1,391,4,1,2,2,2,2,2,2,2,2,1,1
1,391,5,2,2,2,2,2,2,2,2,2,0,1
1,391,6,1,2,2,2,2,2,2,2,2,1,2
1,391,7,2,2,2,1,2,2,2,2,2,1,1
1,391,8,2,2,2,2,2,2,2,2,2,0,1
1,391,9,2,2,2,2,2,2,2,2,2,0,1
1,391,10,1,2,2,1,2,2,2,2,2,1,1
1,391,11,1,2,2,1,2,2,2,2,2,1,1
1,391,12,1,2,2,2,2,2,2,2,2,1,1
2,392,1,2,2,2,2,2,2,2,2,2,0,1
2,392,2,2,2,2,2,2,2,2,2,2,0,2
2,392,3,2,2,2,2,2,2,2,2,2,0,1
2,392,4,2,2,2,2,1,2,2,2,2,1,1
2,392,5,2,2,2,2,1,2,2,2,2,1,1
2,392,6,2,2,2,1,2,2,2,2,2,1,1
2,392,7,1,2,2,1,2,2,2,2,2,1,1
2,392,8,2,2,2,1,2,2,2,2,2,1,1
2,392,9,2,2,2,1,2,2,2,2,2,1,1
2,392,10,2,2,2,1,2,2,2,2,2,1,1
2,392,11,2,2,1,1,2,2,2,2,2,1,1
2,392,12,2,2,1,2,2,2,2,2,2,1,1
1,393,1,2,2,2,2,2,2,2,2,2,0,1
1,393,2,2,2,2,2,2,2,2,2,2,0,1
1,393,3,2,2,2,2,2,2,2,2,2,0,1
1,393,4,2,2,2,2,2,2,2,2,1,1,1
1,393,5,2,2,2,2,2,2,2,2,1,1,1
1,393,6,2,2,2,1,2,2,2,2,2,1,1
1,393,7,2,2,2,2,2,2,2,2,2,0,1
1,393,8,2,2,2,2,2,2,2,2,2,0,1
1,393,9,2,2,2,1,2,2,2,2,2,1,1
1,393,10,2,2,2,2,2,2,2,2,2,0,1
1,393,11,2,2,2,2,2,2,2,2,2,0,1
1,393,12,2,2,2,1,2,2,2,2,2,1,1
2,394,1,2,2,2,2,2,2,2,2,2,0,1
2,394,2,2,2,2,2,2,2,2,2,1,1,1
2,394,3,2,2,2,2,2,2,2,2,2,0,1
2,394,4,2,2,2,2,2,2,2,2,1,1,2
2,394,5,2,2,2,1,2,2,2,2,2,1,1
2,394,6,2,2,2,1,2,2,2,2,1,1,1
2,394,7,2,2,2,1,2,2,2,2,1,1,1
2,394,8,2,2,2,1,2,2,2,2,1,1,1
2,394,9,2,2,2,1,2,2,2,2,2,1,1
2,394,10,2,2,2,2,2,2,2,2,1,1,1
2,394,11,2,2,2,2,2,2,2,2,2,0,1
2,394,12,2,2,2,2,2,2,2,2,2,0,1
1,395,2,2,2,2,2,2,2,2,2,1,1,2
1,395,3,2,2,2,2,2,2,2,2,1,1,1
1,395,4,2,2,2,2,2,1,2,2,2,1,1
1,395,5,2,2,2,2,2,2,2,2,2,0,1
1,395,6,2,1,2,2,2,2,2,2,1,1,1
1,395,7,1,2,2,2,1,2,2,2,2,1,2
1,395,8,2,2,2,2,2,2,2,2,2,0,2
1,395,9,2,2,2,2,2,1,2,2,2,1,1
1,395,10,2,2,2,2,2,2,2,2,2,0,1
1,395,11,2,2,2,1,2,2,2,2,2,1,1
1,395,12,2,2,2,1,2,2,2,2,1,1,2
1,395,13,1,2,2,1,2,2,2,2,2,1,1
2,396,1,2,2,2,2,2,1,2,2,2,1,2
2,396,2,2,2,2,1,2,2,2,2,2,1,1
2,396,3,2,2,2,2,2,1,2,2,2,1,1
2,396,4,2,2,2,2,2,1,2,2,2,1,1
2,396,5,2,2,2,2,2,2,2,2,2,0,1
2,396,6,1,2,2,2,2,2,2,2,2,1,1
2,396,7,2,2,2,2,2,2,2,2,2,0,2
2,396,8,2,2,2,1,2,2,2,2,2,1,1
2,396,9,2,2,2,1,2,2,2,2,2,1,1
2,396,10,2,2,2,2,2,2,2,2,2,0,1
2,396,11,2,2,2,2,2,2,2,2,2,0,1
2,396,12,2,2,2,1,2,2,2,2,2,1,1
1,397,1,2,2,2,2,2,1,2,2,1,1,1
1,397,2,1,2,2,1,2,1,2,2,2,1,2
1,397,3,1,2,2,2,2,2,2,2,2,1,1
1,397,4,1,2,2,2,2,2,2,2,2,1,4
1,397,5,2,2,1,2,2,2,2,2,1,1,1
1,397,6,2,2,2,1,2,2,2,2,2,1,1
1,397,7,2,2,2,2,2,2,2,2,1,1,1
1,397,8,2,2,1,2,2,2,2,2,1,1,1
1,397,9,1,2,2,2,2,2,2,2,2,1,1
1,397,10,2,2,2,1,2,2,2,2,2,1,1
1,397,11,1,2,2,2,2,2,2,2,2,1,3
1,397,12,2,2,2,2,2,1,2,2,2,1,1
2,398,1,2,2,2,2,1,2,2,2,2,1,1
2,398,2,2,2,2,2,2,2,2,2,1,1,1
2,398,3,2,2,2,1,2,2,2,2,2,1,1
2,398,4,2,2,2,2,2,2,2,2,2,0,1
2,398,5,2,2,2,1,2,2,2,2,2,1,1
2,398,6,1,2,2,2,2,2,2,2,2,1,1
2,398,7,2,2,2,2,2,2,2,2,2,0,1
2,398,8,1,2,2,2,2,2,2,2,2,1,1
2,398,10,2,2,2,2,2,2,2,2,1,1,1
2,398,11,2,2,2,2,2,1,2,2,2,1,2
2,398,12,2,2,2,2,2,2,2,2,2,0,2
2,398,14,2,2,2,2,2,2,2,2,2,0,1
1,399,1,2,2,2,2,2,2,2,2,1,1,1
1,399,2,1,2,2,2,2,2,2,2,2,1,1
1,399,3,2,2,2,2,2,1,2,2,2,1,1
1,399,4,2,2,1,2,2,2,2,2,2,1,1
1,399,5,1,2,2,2,2,2,2,2,2,1,3
1,399,6,1,2,2,2,2,2,2,2,1,1,1
1,399,7,2,2,2,1,2,2,2,2,1,1,1
1,399,8,1,2,2,2,2,2,2,2,2,1,1
1,399,9,2,2,2,2,2,2,2,2,1,1,1
1,399,10,2,2,1,2,2,2,2,2,2,1,1
1,399,11,2,2,2,2,2,2,1,2,1,1,1
1,399,12,2,2,2,1,2,2,2,2,2,1,1
2,400,1,2,2,2,2,2,2,2,2,2,0,1
2,400,2,2,2,2,2,2,2,2,2,2,0,1
2,400,3,2,2,2,2,2,2,2,2,1,1,1
2,400,4,2,2,2,2,2,2,2,2,2,0,1
2,400,5,2,2,2,2,2,2,2,2,2,0,1
2,400,6,1,2,2,1,2,2,2,2,2,1,1
2,400,7,2,2,2,2,2,2,2,2,2,0,1
2,400,8,2,2,2,2,2,2,2,2,2,0,1
2,400,9,2,2,2,2,2,2,2,2,2,0,1
2,400,11,2,2,2,2,2,2,2,2,2,0,1
2,400,12,2,2,2,2,2,2,2,2,2,0,1
2,400,16,2,2,2,2,2,2,2,2,2,0,1
1,401,1,2,2,2,2,2,2,2,2,1,1,2
1,401,2,2,2,2,2,2,2,2,2,1,1,2
1,401,3,2,2,2,2,1,2,2,2,2,1,1
1,401,4,2,2,2,2,2,2,2,2,2,0,1
1,401,5,2,1,2,2,2,2,2,2,1,1,2
1,401,6,1,2,2,2,2,2,2,2,1,1,3
1,401,8,2,2,2,1,2,2,2,2,2,1,1
1,401,9,2,2,1,2,2,2,2,2,1,1,1
1,401,10,2,2,2,1,2,2,2,2,1,1,1
1,401,11,2,2,2,2,2,2,2,2,1,1,1
1,401,12,2,2,2,1,2,2,1,2,2,1,1
1,401,14,2,2,1,1,2,2,2,2,2,1,1
2,402,1,2,2,2,1,2,2,2,2,2,1,1
2,402,2,2,2,2,2,2,2,2,2,2,0,1
2,402,3,2,2,2,2,2,2,2,2,2,0,1
2,402,4,2,2,2,2,2,2,2,2,2,0,1
2,402,5,2,2,2,2,2,2,2,2,1,1,1
2,402,6,2,2,2,2,1,2,2,2,2,1,1
2,402,7,2,2,2,2,1,2,2,2,2,1,1
2,402,8,2,2,2,2,2,2,2,2,2,0,1
2,402,9,2,2,2,1,2,2,2,2,2,1,1
2,402,10,2,2,2,2,2,2,2,2,2,0,1
2,402,11,2,2,2,2,2,2,2,2,2,0,1
2,402,12,2,2,2,2,2,2,2,2,2,0,1
1,403,1,2,2,2,2,2,2,2,2,1,1,2
1,403,2,2,2,2,1,2,2,2,2,2,1,1
1,403,3,2,2,2,1,2,2,2,2,1,1,1
1,403,4,1,2,2,2,2,2,2,2,2,1,1
1,403,5,2,2,2,2,2,2,2,2,1,1,1
1,403,6,2,2,2,1,2,1,2,2,2,1,1
1,403,7,2,2,2,2,2,2,2,2,1,1,1
1,403,9,1,2,1,2,2,2,2,2,2,1,1
1,403,10,2,2,2,2,2,2,2,2,2,0,1
1,403,11,2,2,2,2,2,2,2,2,1,1,1
1,403,12,2,2,2,2,2,1,2,2,2,1,2
1,403,14,2,2,2,1,2,2,2,2,2,1,5
2,404,1,2,2,2,2,2,2,2,2,2,0,1
2,404,2,2,2,2,2,2,2,2,2,2,0,2
2,404,3,2,2,2,2,2,2,2,2,2,0,1
2,404,4,2,2,2,2,2,2,2,2,2,0,2
2,404,5,2,2,2,2,2,1,2,2,2,1,1
2,404,6,2,2,2,2,2,2,2,2,2,0,1
2,404,7,1,2,2,2,2,2,2,2,2,1,1
2,404,8,2,2,2,1,2,2,2,2,2,1,1
2,404,9,2,2,2,1,2,2,2,2,2,1,1
2,404,10,2,2,2,2,2,2,2,2,2,0,1
2,404,11,2,2,2,2,2,2,2,2,2,0,1
2,404,12,2,2,2,2,2,2,2,2,2,0,1
1,405,1,2,2,2,1,2,2,2,2,2,1,1
1,405,2,2,2,2,2,2,2,2,2,1,1,2
1,405,3,2,2,2,1,2,2,2,2,2,1,2
1,405,4,2,2,2,2,2,2,2,2,1,1,1
1,405,5,2,2,2,2,2,1,2,2,2,1,1
1,405,6,2,2,2,2,2,2,2,2,1,1,2
1,405,7,2,2,2,1,2,2,2,2,2,1,1
1,405,8,2,2,2,2,2,2,2,2,1,1,1
1,405,9,2,2,2,2,2,2,2,2,1,1,1
1,405,11,2,2,2,2,2,2,2,2,1,1,2
1,405,12,2,2,2,2,2,2,2,2,2,0,1
1,405,14,2,2,2,2,2,2,2,2,2,0,1
2,406,1,2,2,2,2,2,2,2,2,2,0,1
2,406,2,2,2,2,2,2,2,2,2,1,1,1
2,406,3,1,2,2,2,2,2,2,2,2,1,2
2,406,4,2,2,2,2,2,2,2,2,2,0,1
2,406,5,2,2,2,2,2,2,2,2,1,1,3
2,406,6,2,2,2,1,2,2,2,2,2,1,1
2,406,7,2,2,2,1,2,1,2,2,2,1,1
2,406,8,2,2,2,2,2,1,2,2,2,1,1
2,406,9,2,2,2,2,2,2,2,2,1,1,1
2,406,10,2,2,2,2,2,2,2,2,2,0,1
2,406,11,2,2,2,2,2,2,2,2,1,1,1
2,406,12,2,2,2,2,2,2,2,2,1,1,1
1,407,1,2,2,2,2,2,1,2,2,2,1,1
1,407,2,2,2,2,2,2,2,2,2,2,0,1
1,407,3,2,2,2,2,2,2,2,2,2,0,1
1,407,4,2,2,2,1,2,2,2,2,2,1,1
1,407,5,2,2,2,2,2,2,2,2,1,1,1
1,407,6,2,2,2,2,2,2,2,2,1,1,1
1,407,7,2,2,2,2,2,2,2,2,2,0,1
1,407,8,2,2,2,2,2,2,2,2,1,1,1
1,407,9,2,2,2,2,2,2,2,2,1,1,2
1,407,10,2,2,1,1,2,2,2,2,2,1,1
1,407,11,2,2,2,2,2,2,2,2,2,0,1
1,407,12,2,2,2,2,2,2,2,2,2,0,1
2,408,1,2,2,2,2,2,2,2,2,2,0,1
2,408,2,2,2,2,2,2,2,2,2,2,0,1
2,408,3,2,2,2,2,2,2,2,2,2,0,1
2,408,4,2,2,2,2,2,2,2,2,2,0,1
2,408,5,2,2,2,2,2,2,2,2,1,1,1
2,408,6,2,2,2,2,2,1,2,2,2,1,1
2,408,7,2,2,2,1,2,2,2,2,2,1,1
2,408,8,2,2,2,2,2,2,2,2,1,1,1
2,408,9,2,2,2,1,2,2,2,2,2,1,1
2,408,10,2,2,2,2,2,2,2,2,2,0,1
2,408,11,2,2,2,2,2,2,2,2,2,0,1
2,408,12,2,2,2,1,2,2,2,2,2,1,1
1,409,1,2,2,2,2,2,2,2,2,2,0,1
1,409,2,2,2,2,2,2,1,2,2,2,1,1
1,409,3,2,2,2,1,2,2,2,2,2,1,1
1,409,4,1,2,2,2,1,2,2,2,2,1,1
1,409,5,2,2,2,2,2,1,2,2,2,1,1
1,409,6,2,2,2,2,2,2,2,2,2,0,2
1,409,7,2,2,2,2,2,2,2,2,2,0,1
1,409,8,2,2,2,2,2,2,2,2,2,0,1
1,409,9,2,2,2,2,2,2,2,2,2,0,1
1,409,10,2,2,2,2,2,2,2,2,2,0,1
1,409,11,2,2,2,2,1,2,2,2,2,1,2
1,409,12,2,2,2,2,2,2,2,2,2,0,1
2,410,1,2,2,2,2,2,2,2,2,2,0,1
2,410,2,2,2,2,2,1,2,2,2,2,1,2
2,410,3,2,2,2,2,2,2,2,2,2,0,1
2,410,4,2,2,2,2,2,2,2,2,2,0,1
2,410,5,2,2,2,2,2,2,2,2,2,0,1
2,410,7,2,2,2,2,2,2,2,2,2,0,1
2,410,8,2,2,2,2,2,2,2,2,2,0,1
2,410,9,2,2,2,2,2,2,2,2,1,1,1
2,410,10,2,2,2,2,2,2,2,2,2,0,1
2,410,11,2,2,2,2,2,2,2,2,2,0,1
2,410,12,2,2,2,1,2,2,2,2,2,1,1
2,410,13,2,2,2,2,2,2,2,2,2,0,1
1,411,1,2,2,2,2,2,2,1,2,2,1,2
1,411,2,2,2,2,2,2,2,2,2,1,1,1
1,411,3,2,2,2,2,2,2,2,2,2,0,8
1,411,4,2,2,2,2,1,2,2,2,2,1,1
1,411,5,2,2,2,2,2,2,2,2,2,0,1
1,411,6,2,2,2,2,2,2,2,2,2,0,1
1,411,7,2,2,2,2,2,2,2,2,2,0,1
1,411,8,2,2,2,1,2,2,2,2,2,1,1
1,411,9,2,2,2,1,2,2,2,2,2,1,1
1,411,10,2,2,2,2,2,2,1,2,2,1,1
1,411,11,2,2,2,2,2,2,2,2,2,0,1
1,411,12,2,2,2,2,2,2,2,2,2,0,1
2,412,1,2,2,2,2,2,2,2,2,2,0,1
2,412,2,1,2,2,2,2,2,2,2,2,1,1
2,412,3,1,2,2,2,2,2,2,2,2,1,2
2,412,4,2,2,2,2,2,2,2,2,2,0,1
2,412,5,2,2,2,2,2,2,2,2,2,0,1
2,412,6,2,2,2,1,2,1,2,2,2,1,1
2,412,7,2,2,2,2,2,2,2,2,2,0,1
2,412,8,1,2,2,2,2,1,2,2,2,1,1
2,412,9,2,2,2,2,2,2,2,2,2,0,1
2,412,10,2,2,2,2,2,2,2,2,2,0,1
2,412,11,2,2,2,2,2,2,2,2,2,0,1
2,412,12,2,2,2,2,2,2,2,2,2,0,1
1,413,1,1,2,2,2,2,2,2,2,2,1,2
1,413,2,2,2,1,2,2,2,2,2,2,1,1
1,413,3,2,2,2,2,2,2,2,2,2,0,2
1,413,4,2,2,2,2,2,2,2,2,1,1,2
1,413,5,2,2,2,2,1,2,2,2,2,1,2
1,413,6,2,2,2,2,2,2,2,2,1,1,1
1,413,7,2,2,2,2,2,2,2,2,1,1,1
1,413,8,1,2,2,2,2,1,2,2,1,1,1
1,413,9,2,2,2,2,2,2,2,2,1,1,2
1,413,10,1,2,2,2,2,2,2,2,2,1,2
1,413,11,2,2,2,1,2,2,2,2,2,1,2
1,413,12,2,2,2,2,2,2,2,2,1,1,1
2,414,1,2,2,2,2,2,1,2,2,2,1,1
2,414,2,2,2,2,2,2,2,2,2,2,0,1
2,414,3,2,2,2,2,2,2,2,2,2,0,1
2,414,4,2,2,2,1,2,2,2,2,2,1,1
2,414,5,2,2,2,1,2,2,1,2,1,1,1
2,414,6,1,2,2,1,2,2,2,2,2,1,1
2,414,7,2,2,2,1,2,2,2,2,2,1,1
2,414,8,2,2,2,1,2,2,2,2,2,1,1
2,414,9,2,2,2,1,2,2,2,2,2,1,1
2,414,10,2,2,2,1,2,2,2,2,2,1,1
2,414,11,2,2,2,2,1,2,2,2,2,1,1
2,414,12,2,2,2,2,2,2,2,2,2,0,1
1,415,1,2,2,2,2,1,1,2,2,2,1,1
1,415,2,2,2,2,1,2,2,2,2,2,1,2
1,415,3,2,2,2,2,2,2,1,2,2,1,1
1,415,4,1,2,2,2,2,2,2,2,2,1,2
1,415,5,1,1,2,1,2,2,2,2,2,1,1
1,415,6,2,2,2,2,2,2,2,2,1,1,1
1,415,7,2,2,2,2,2,2,2,2,1,1,2
1,415,8,2,2,1,2,2,2,2,2,2,1,1
1,415,9,2,2,2,2,2,1,2,2,2,1,2
1,415,10,2,2,2,2,2,2,2,2,2,0,1
1,415,11,2,2,2,1,2,2,2,2,2,1,1
1,415,12,2,2,2,2,2,2,2,2,2,0,2
2,416,1,2,2,2,2,2,2,2,2,2,0,1
2,416,2,2,2,2,2,2,2,2,2,1,1,1
2,416,3,2,2,2,2,2,2,2,2,1,1,1
2,416,4,2,2,2,1,2,2,2,2,2,1,1
2,416,5,2,2,2,2,2,2,2,2,1,1,1
2,416,6,2,2,2,2,2,2,2,2,2,0,1
2,416,7,1,2,2,2,2,2,2,2,2,1,1
2,416,8,1,2,2,2,2,2,1,2,2,1,1
2,416,9,2,2,2,2,2,2,2,2,2,0,1
2,416,10,2,2,2,1,2,2,2,2,2,1,1
2,416,11,2,2,2,1,2,2,2,2,2,1,1
2,416,12,2,2,2,2,2,2,2,2,2,0,1
1,417,1,2,2,2,1,2,2,2,2,2,1,5
1,417,2,2,2,2,1,2,2,2,2,2,1,9
1,417,3,2,2,2,2,2,1,2,2,1,1,1
1,417,4,1,2,2,2,2,2,2,2,2,1,2
1,417,5,2,2,2,2,2,2,2,2,2,0,1
1,417,6,1,2,2,2,2,2,2,2,1,1,2
1,417,7,2,2,2,2,2,2,2,2,1,1,1
1,417,8,1,2,2,2,2,2,2,2,2,1,2
1,417,9,2,2,2,2,2,2,2,2,2,0,1
1,417,10,2,2,2,2,2,2,2,2,2,0,1
1,417,11,2,2,2,1,2,2,2,2,2,1,1
1,417,12,2,2,2,2,2,2,2,2,2,0,2
2,418,1,1,2,2,2,2,2,2,2,2,1,1
2,418,2,1,2,2,2,2,2,2,2,2,1,1
2,418,3,1,2,2,1,2,1,2,2,2,1,12
2,418,4,1,2,2,2,2,2,2,2,2,1,2
2,418,5,2,2,2,2,2,2,2,2,1,1,1
2,418,6,2,2,2,2,2,2,2,2,2,0,1
2,418,7,2,2,2,2,2,2,2,2,2,0,1
2,418,8,2,2,2,2,2,2,2,2,2,0,2
2,418,9,2,2,2,2,2,2,2,2,2,0,2
2,418,10,2,2,2,2,2,2,2,2,2,0,1
2,418,11,2,2,2,2,2,2,2,2,2,0,1
2,418,12,2,2,2,2,2,2,2,2,2,0,2
1,419,1,2,2,2,2,1,2,2,2,2,1,1
1,419,2,2,2,2,2,2,1,2,2,2,1,3
1,419,3,2,2,2,2,2,2,2,2,1,1,1
1,419,4,2,2,2,2,2,2,2,2,1,1,1
1,419,5,1,2,2,2,2,2,2,2,2,1,2
1,419,6,2,2,2,2,2,2,2,2,2,0,1
1,419,7,1,2,2,2,1,2,2,2,2,1,1
1,419,8,2,2,2,2,2,2,2,2,1,1,1
1,419,9,2,2,2,2,2,2,2,2,1,1,1
1,419,10,2,2,2,2,2,2,2,2,1,1,1
1,419,11,2,2,1,2,2,2,2,2,1,1,4
1,419,12,2,2,2,2,2,1,2,2,2,1,1
2,420,1,2,2,2,1,2,2,2,2,2,1,1
2,420,2,2,2,2,2,2,2,2,2,2,0,7
2,420,3,2,2,2,2,2,2,2,2,2,0,1
2,420,4,2,2,2,2,2,2,2,2,2,0,2
2,420,5,2,2,2,2,2,2,2,2,2,0,1
2,420,6,2,2,2,2,2,2,2,2,2,0,2
2,420,7,2,2,2,2,2,2,2,2,1,1,1
2,420,9,2,2,2,2,2,2,2,2,2,0,1
2,420,10,2,2,2,2,2,2,2,2,2,0,1
2,420,11,2,2,2,2,2,2,2,2,2,0,1
2,420,12,2,2,2,2,2,2,2,2,2,0,1
2,420,13,2,2,1,2,2,2,2,2,2,1,1
1,421,1,2,2,2,2,2,2,2,2,2,0,2
1,421,2,2,2,2,2,2,2,2,2,1,1,1
1,421,3,2,2,2,2,2,2,2,2,1,1,1
1,421,4,2,2,2,2,2,2,2,2,1,1,1
1,421,5,2,2,2,2,2,2,2,2,2,0,2
1,421,6,1,2,2,2,2,2,2,2,2,1,1
1,421,7,2,2,2,2,2,2,2,2,1,1,1
1,421,8,2,2,2,2,1,2,2,2,2,1,3
1,421,9,2,2,2,1,2,2,2,2,2,1,1
1,421,10,1,2,2,2,1,2,2,2,2,1,1
1,421,11,1,2,2,2,2,1,2,2,2,1,1
1,421,12,1,2,1,2,2,2,2,2,2,1,1
2,422,1,2,2,2,2,2,2,2,2,2,0,1
2,422,2,2,2,2,2,2,2,1,2,2,1,2
2,422,3,2,2,2,2,2,2,2,2,2,0,1
2,422,4,2,2,2,2,2,1,2,2,2,1,1
2,422,5,2,2,2,2,2,2,2,2,2,0,1
2,422,6,2,2,2,2,2,2,2,2,2,0,5
2,422,7,2,1,2,2,2,2,2,2,2,1,1
2,422,8,2,2,2,2,2,2,2,2,2,0,1
2,422,9,2,2,2,2,2,2,2,2,2,0,1
2,422,10,2,2,2,2,2,1,2,2,2,1,1
2,422,11,2,2,2,2,2,2,2,2,2,0,1
2,422,12,1,2,2,2,2,2,2,2,1,1,2
1,423,1,2,2,2,2,2,2,2,2,2,0,1
1,423,2,2,2,1,2,2,2,2,2,2,1,1
1,423,3,2,2,2,2,2,2,2,2,2,0,1
1,423,4,2,2,2,2,2,2,2,2,2,0,1
1,423,5,2,2,2,2,2,1,2,2,2,1,1
1,423,6,2,2,2,2,2,2,2,2,2,0,1
1,423,7,1,2,2,2,2,2,2,2,2,1,1
1,423,8,2,2,2,2,2,2,2,2,2,0,1
1,423,9,2,2,2,2,2,2,2,2,1,1,1
1,423,10,1,2,2,2,2,2,2,2,2,1,2
1,423,11,2,2,2,2,2,2,2,2,1,1,1
1,423,12,2,2,2,2,2,2,2,2,2,0,1
2,424,1,2,2,2,2,2,2,2,2,2,0,1
2,424,2,2,2,2,2,2,2,2,2,2,0,2
2,424,3,1,2,2,2,2,2,2,2,1,1,1
2,424,4,2,2,2,2,2,2,2,2,2,0,1
2,424,5,2,2,2,2,2,2,2,2,2,0,1
2,424,6,2,2,2,2,2,2,2,2,2,0,1
2,424,7,2,2,2,2,2,2,2,2,2,0,1
2,424,8,2,2,2,2,2,2,2,2,2,0,1
2,424,10,2,2,2,2,2,2,2,2,2,0,1
2,424,11,2,2,2,2,2,2,2,2,2,0,2
2,424,12,2,2,2,2,2,2,2,2,2,0,1
2,424,16,2,2,2,2,2,2,2,2,2,0,1
1,425,1,2,2,2,2,2,2,2,2,2,0,1
1,425,2,1,2,2,2,2,2,2,2,2,1,2
1,425,3,1,2,2,2,2,2,2,2,2,1,2
1,425,4,2,2,1,2,2,2,2,2,2,1,1
1,425,5,2,2,2,2,2,2,2,2,1,1,1
1,425,7,2,2,2,2,2,2,2,2,2,0,1
1,425,8,2,2,2,2,2,2,2,2,2,0,1
1,425,9,2,2,1,2,2,2,2,2,2,1,1
1,425,11,1,2,2,2,2,2,2,2,1,1,1
1,425,12,2,2,2,2,2,2,2,2,1,1,1
1,425,13,2,2,2,2,2,2,2,2,2,0,1
1,425,14,2,2,2,2,2,2,2,2,2,0,1
2,426,1,2,2,2,2,2,1,2,2,2,1,1
2,426,2,2,2,2,2,2,2,2,2,2,0,2
2,426,4,2,2,2,2,2,2,2,2,2,0,1
2,426,6,2,2,2,2,2,2,2,2,2,0,1
2,426,7,2,2,2,2,2,2,2,2,2,0,2
2,426,8,2,2,2,2,1,2,2,2,2,1,1
2,426,9,2,2,2,2,2,2,2,2,2,0,1
2,426,10,2,2,2,2,1,2,2,2,2,1,2
2,426,11,2,2,2,1,2,2,2,2,2,1,2
2,426,12,2,2,2,2,2,2,2,2,2,0,1
2,426,13,2,2,2,2,1,2,2,2,2,1,1
2,426,16,2,2,2,2,2,2,2,2,2,0,1
1,427,1,2,2,2,2,2,2,2,2,2,0,1
