"vague","grappe","menage","s10q02","s10q03","s10q04","s10q05","s10q06","s10q07","s10q08","s10q09","s10q10","s10q11","s10q01"
1,131,8,2,2,2,2,2,2,2,2,2,0,2
1,131,9,2,2,2,2,2,2,2,2,2,0,1
1,131,10,2,2,2,2,2,2,2,2,2,0,1
1,131,11,2,2,2,2,2,2,2,2,2,0,1
1,131,12,2,2,2,2,2,2,2,2,2,0,1
2,132,1,2,2,2,2,1,2,2,2,1,1,2
2,132,2,2,2,2,2,2,2,2,2,2,0,1
2,132,3,2,2,2,2,1,2,2,2,2,1,1
2,132,4,2,2,2,1,2,2,2,2,2,1,1
2,132,5,2,2,2,2,2,2,2,2,2,0,1
2,132,6,2,2,2,1,2,2,2,2,2,1,1
2,132,7,2,2,2,2,2,2,2,2,2,0,1
2,132,8,2,2,2,2,2,2,2,2,2,0,1
2,132,9,2,2,2,1,2,2,2,2,2,1,1
2,132,10,2,2,2,2,2,2,2,2,2,0,1
2,132,11,2,2,2,2,2,2,2,2,2,0,1
2,132,12,2,2,2,2,2,2,2,2,2,0,1
1,133,1,2,2,2,1,2,2,2,2,2,1,1
1,133,2,2,2,2,2,2,2,2,2,2,0,1
1,133,3,2,2,2,2,2,2,2,2,2,0,2
1,133,4,2,2,2,2,2,2,2,2,2,0,1
1,133,5,2,2,2,2,2,2,2,2,2,0,2
1,133,6,2,2,2,2,2,2,2,2,2,0,1
1,133,7,1,2,2,2,2,2,2,2,2,1,2
1,133,9,2,2,2,1,2,2,2,2,2,1,1
1,133,10,2,2,2,2,2,2,2,2,1,1,2
1,133,11,2,2,2,1,2,2,2,2,2,1,2
1,133,12,2,2,2,1,2,2,2,2,2,1,1
1,133,13,2,2,2,2,2,2,2,2,2,0,1
2,134,1,2,2,2,2,2,2,2,2,2,0,1
2,134,2,2,2,2,2,2,2,2,2,1,1,2
2,134,3,2,2,2,2,2,2,2,2,1,1,1
2,134,4,2,2,2,2,2,2,2,2,2,0,1
2,134,5,2,2,2,2,2,2,2,2,2,0,1
2,134,6,2,2,2,2,2,2,2,2,2,0,1
2,134,7,2,2,2,2,2,2,2,2,2,0,1
2,134,8,2,2,2,2,2,2,2,2,2,0,1
2,134,9,2,2,2,2,2,2,2,2,2,0,2
2,134,10,2,2,2,1,2,2,2,2,2,1,1
2,134,11,2,2,2,2,2,2,2,2,2,0,1
2,134,12,2,2,2,2,2,2,2,2,2,0,1
1,135,1,2,2,2,2,2,2,2,2,2,0,1
1,135,2,2,2,2,2,2,2,2,2,2,0,1
1,135,3,2,2,2,1,2,2,2,2,2,1,2
1,135,4,2,2,2,1,2,2,2,2,2,1,9
1,135,5,2,2,2,2,2,2,2,2,2,0,1
1,135,6,2,2,2,2,2,2,2,2,2,0,1
1,135,7,2,2,2,2,2,2,2,2,2,0,1
1,135,8,2,2,2,1,2,2,2,2,2,1,1
1,135,9,2,2,2,2,2,2,2,2,2,0,1
1,135,10,2,2,2,2,2,2,2,2,2,0,1
1,135,11,2,2,2,2,2,2,2,2,2,0,1
1,135,14,2,2,2,2,2,2,2,2,2,0,1
2,136,1,2,2,2,2,2,2,2,2,2,0,2
2,136,2,2,2,2,1,2,2,2,2,2,1,1
2,136,3,2,2,2,2,2,2,2,2,2,0,3
2,136,6,2,2,2,2,2,2,2,2,2,0,1
2,136,7,2,2,2,1,2,2,2,2,2,1,1
2,136,8,1,2,2,2,2,2,2,2,2,1,1
2,136,9,2,2,2,2,2,2,2,2,2,0,1
2,136,10,2,2,2,2,2,2,2,2,2,0,1
2,136,11,2,2,2,2,2,2,2,2,2,0,1
2,136,12,2,2,2,2,2,2,2,2,2,0,1
2,136,13,2,2,2,2,2,2,2,2,2,0,1
2,136,16,2,2,2,2,2,2,2,2,2,0,1
1,137,1,2,2,2,2,2,2,2,2,1,1,1
1,137,2,2,2,2,2,2,2,2,2,2,0,1
1,137,3,2,2,2,2,2,2,2,2,1,1,2
1,137,4,2,2,1,2,2,2,2,2,2,1,7
1,137,5,2,2,2,2,2,2,2,2,1,1,1
1,137,6,2,2,2,2,2,2,2,2,2,0,4
1,137,7,2,2,2,2,2,2,2,2,1,1,1
1,137,8,2,2,2,2,2,2,2,2,1,1,2
1,137,9,2,2,2,2,2,2,2,2,2,0,1
1,137,10,2,2,2,2,2,2,2,2,2,0,4
1,137,11,2,2,2,2,2,2,2,2,1,1,1
1,137,12,2,2,2,2,2,2,2,2,1,1,2
2,138,1,2,1,2,2,2,1,2,2,2,1,1
2,138,2,2,2,2,2,2,2,2,2,2,0,1
2,138,3,2,2,2,1,2,2,2,2,2,1,1
2,138,4,2,2,2,2,2,2,2,2,1,1,2
2,138,6,2,2,2,2,2,2,2,2,2,0,1
2,138,7,2,2,2,2,2,2,2,2,2,0,2
2,138,8,2,2,2,1,2,2,2,2,2,1,1
2,138,9,2,2,2,2,2,2,2,2,2,0,1
2,138,10,2,2,2,1,2,2,2,2,2,1,1
2,138,11,2,2,2,1,2,2,2,2,2,1,1
2,138,12,2,2,2,2,2,2,2,2,2,0,1
2,138,13,2,2,2,2,2,2,2,2,2,0,4
1,139,1,2,2,2,2,2,2,2,2,2,0,1
1,139,2,2,2,2,2,2,2,2,2,2,0,2
1,139,3,2,2,2,1,2,2,2,2,2,1,1
1,139,4,2,2,2,2,2,2,2,2,1,1,1
1,139,5,2,2,2,2,2,2,2,2,1,1,7
1,139,6,2,2,2,2,2,2,2,2,2,0,1
1,139,7,2,2,2,2,2,2,2,2,1,1,2
1,139,8,2,2,2,2,2,2,2,2,1,1,1
1,139,9,2,1,2,2,2,2,2,2,2,1,1
1,139,10,2,2,2,2,2,2,2,2,2,0,1
1,139,11,2,2,2,2,2,2,2,2,2,0,1
1,139,12,2,2,2,2,2,2,2,2,2,0,1
2,140,1,2,2,2,2,2,2,2,2,2,0,2
2,140,2,2,2,2,2,2,2,2,2,2,0,1
2,140,3,2,2,2,2,2,2,2,2,2,0,1
2,140,4,2,2,2,1,2,2,2,2,2,1,1
2,140,5,2,2,2,2,2,2,2,2,2,0,1
2,140,6,2,2,2,2,2,2,2,2,2,0,1
2,140,7,2,2,2,1,2,2,2,2,2,1,1
2,140,8,2,2,2,2,2,2,2,2,2,0,1
2,140,9,2,2,2,2,2,2,2,2,1,1,1
2,140,10,2,2,2,2,2,2,2,2,2,0,1
2,140,11,2,2,2,2,2,2,2,2,2,0,1
2,140,12,2,2,2,2,2,2,2,2,2,0,1
1,141,1,1,2,1,2,2,2,2,2,2,1,1
1,141,2,2,2,2,2,1,2,2,2,2,1,1
1,141,3,2,2,2,2,2,1,2,2,2,1,1
1,141,4,2,1,2,2,2,1,2,2,2,1,1
1,141,5,2,2,2,1,2,2,2,2,2,1,1
1,141,6,1,2,2,2,2,1,2,2,2,1,2
1,141,7,2,2,2,2,2,1,2,2,2,1,1
1,141,8,2,2,2,2,2,2,2,2,1,1,2
1,141,10,2,2,2,2,1,2,2,2,2,1,1
1,141,11,1,2,2,1,2,2,2,2,2,1,2
1,141,12,1,2,2,2,2,1,2,2,2,1,1
1,141,15,2,2,2,2,2,2,2,2,2,0,2
2,142,1,2,2,2,1,2,2,2,2,2,1,1
2,142,2,1,2,2,2,2,2,2,2,2,1,1
2,142,3,2,2,2,2,2,2,2,2,2,0,1
2,142,4,2,2,2,1,2,2,2,2,2,1,5
2,142,5,2,2,2,2,2,1,2,2,2,1,1
2,142,6,2,2,2,2,2,2,2,2,2,0,1
2,142,7,2,2,2,2,2,1,2,2,2,1,1
2,142,8,2,2,2,1,2,2,2,2,2,1,1
2,142,9,2,2,2,1,2,2,2,2,2,1,2
2,142,11,2,2,2,2,2,2,2,2,2,0,1
2,142,12,2,2,2,2,2,2,2,2,1,1,1
2,142,14,2,2,2,2,2,2,2,2,1,1,1
1,143,1,1,2,2,1,2,2,2,2,1,1,1
1,143,2,2,2,2,2,2,1,2,2,1,1,1
1,143,3,1,2,2,2,2,2,2,2,2,1,2
1,143,4,1,2,2,2,2,2,2,2,2,1,1
1,143,5,2,2,2,1,2,2,2,2,2,1,1
1,143,6,1,2,2,2,2,2,2,2,2,1,1
1,143,7,1,2,2,2,2,1,2,2,2,1,1
1,143,8,2,2,2,1,2,2,2,2,2,1,1
1,143,9,2,2,2,1,2,2,2,2,2,1,2
1,143,10,1,2,2,2,2,2,2,2,2,1,1
1,143,11,2,2,2,2,2,2,2,2,2,0,1
1,143,12,2,2,2,1,2,2,2,2,2,1,1
2,144,1,1,2,2,1,2,2,2,2,2,1,1
2,144,2,1,2,2,1,2,2,2,2,2,1,1
2,144,3,1,2,2,1,2,1,2,2,2,1,1
2,144,4,1,2,2,1,2,2,2,2,2,1,1
2,144,5,2,2,2,2,2,2,2,2,1,1,1
2,144,6,2,2,2,2,2,1,2,2,2,1,1
2,144,7,2,2,2,1,2,2,2,2,2,1,1
2,144,8,1,2,2,2,2,2,2,2,1,1,1
2,144,9,1,2,2,2,2,2,2,2,2,1,2
2,144,10,2,2,2,2,2,2,2,2,1,1,1
2,144,11,2,2,2,1,2,2,2,2,2,1,1
2,144,12,2,2,2,1,2,2,2,2,2,1,1
1,145,1,2,2,2,2,1,2,2,2,2,1,1
1,145,3,1,2,2,2,1,2,2,2,2,1,1
1,145,4,2,2,2,2,1,2,2,2,2,1,1
1,145,5,1,2,2,2,2,2,2,2,2,1,1
1,145,6,1,2,2,2,1,2,2,2,1,1,1
1,145,7,2,2,2,2,1,2,2,2,2,1,1
1,145,8,1,2,2,2,2,2,2,2,2,1,1
1,145,9,1,2,2,1,2,2,2,2,2,1,1
1,145,10,2,2,2,2,2,2,2,2,2,0,1
1,145,11,1,2,2,2,2,2,2,2,1,1,1
1,145,12,2,2,2,2,1,2,2,2,2,1,1
1,145,16,2,2,2,2,1,2,2,2,2,1,1
2,146,1,2,2,2,2,2,2,2,2,2,0,1
2,146,2,2,2,2,2,2,2,2,2,2,0,1
2,146,3,2,2,2,2,2,2,2,2,2,0,1
2,146,4,1,2,2,1,2,2,2,2,2,1,1
2,146,5,2,2,2,2,2,2,2,2,1,1,1
2,146,6,2,2,2,2,2,2,2,2,2,0,1
2,146,7,2,2,2,2,2,2,2,2,1,1,1
2,146,8,2,2,2,1,2,2,2,2,2,1,1
2,146,9,2,2,2,2,2,2,2,2,2,0,1
2,146,10,2,2,2,2,2,2,2,2,2,0,1
2,146,11,2,2,2,2,2,2,2,2,2,0,1
2,146,12,2,2,2,2,2,2,2,2,2,0,1
1,147,1,2,2,2,1,2,2,2,2,2,1,2
1,147,2,2,2,2,2,2,2,2,2,1,1,1
1,147,3,2,2,2,1,2,2,2,2,2,1,1
1,147,4,1,2,2,2,2,2,2,2,2,1,1
1,147,5,2,2,2,2,2,2,2,2,2,0,2
1,147,6,2,2,2,1,2,2,2,2,2,1,1
1,147,7,1,2,2,2,1,2,2,2,2,1,1
1,147,8,2,2,2,2,2,2,2,2,1,1,1
1,147,9,2,2,2,2,2,2,2,2,2,0,1
1,147,10,2,2,2,1,2,2,2,2,2,1,1
1,147,11,2,2,2,2,2,2,2,2,1,1,2
1,147,12,2,2,2,2,1,2,2,2,2,1,1
2,148,1,2,2,2,1,2,2,2,2,2,1,1
2,148,2,2,2,2,2,2,2,2,2,2,0,1
2,148,3,2,2,2,1,2,2,2,2,2,1,1
2,148,4,2,2,1,2,2,2,2,2,2,1,2
2,148,7,2,2,2,2,2,2,2,2,2,0,1
2,148,8,2,2,2,2,2,2,2,2,1,1,1
2,148,10,2,2,2,2,2,2,2,2,2,0,1
2,148,11,2,2,2,2,2,2,2,2,2,0,1
2,148,12,2,2,2,2,2,2,2,2,2,0,1
2,148,14,2,2,2,2,2,2,2,2,2,0,1
2,148,15,2,2,2,2,2,2,2,2,2,0,1
2,148,16,2,2,2,2,2,2,2,2,2,0,1
1,149,1,2,2,2,2,2,2,2,2,1,1,7
1,149,2,2,2,2,2,1,2,2,2,2,1,1
1,149,3,1,2,2,1,2,2,2,2,1,1,1
1,149,4,2,2,2,1,2,2,2,2,2,1,1
1,149,5,2,2,2,1,2,2,2,2,2,1,1
1,149,6,2,2,2,1,2,2,2,2,2,1,1
1,149,7,2,2,2,2,2,2,2,2,1,1,1
1,149,8,1,2,2,2,2,2,2,2,1,1,1
1,149,9,2,2,2,2,2,2,2,2,2,0,2
1,149,10,2,2,2,2,2,2,2,2,1,1,1
1,149,11,2,2,2,2,2,2,2,2,1,1,1
1,149,12,2,1,2,2,2,2,2,2,2,1,1
2,150,1,2,2,2,1,2,2,2,2,2,1,1
2,150,2,2,2,2,2,2,2,2,2,2,0,1
2,150,3,2,2,2,1,2,2,2,2,2,1,1
2,150,4,2,2,2,2,2,2,2,2,2,0,1
2,150,5,2,2,2,2,2,2,2,2,2,0,1
2,150,6,2,2,2,2,2,2,2,2,2,0,1
2,150,7,2,2,2,2,2,2,2,2,2,0,1
2,150,8,2,2,2,2,2,2,2,2,1,1,1
2,150,9,2,2,2,2,2,2,2,2,2,0,1
2,150,10,2,2,2,2,2,2,2,2,2,0,1
2,150,11,2,2,2,2,2,2,2,2,2,0,1
2,150,12,2,2,2,1,2,2,2,2,2,1,1
1,151,1,1,2,2,2,2,2,2,2,2,1,1
1,151,2,1,2,2,2,1,2,2,2,2,1,1
1,151,3,2,2,2,1,2,2,2,2,2,1,1
1,151,4,2,2,2,2,2,2,2,2,2,0,1
1,151,5,2,2,2,2,2,2,2,2,2,0,1
1,151,7,2,2,2,1,2,2,2,2,2,1,1
1,151,8,2,2,2,1,2,2,2,2,2,1,1
1,151,9,2,2,2,1,2,2,2,2,2,1,1
1,151,10,2,2,2,2,1,2,2,2,2,1,1
1,151,11,1,2,2,2,2,2,2,2,2,1,1
1,151,12,2,2,2,2,2,2,2,2,1,1,1
1,151,13,1,2,2,2,2,2,2,2,2,1,1
2,152,1,1,2,2,2,2,2,2,2,2,1,1
2,152,2,2,2,2,1,2,2,2,2,2,1,1
2,152,3,2,1,2,2,2,2,2,2,2,1,1
2,152,4,2,2,2,2,2,2,2,2,2,0,1
2,152,5,2,2,2,2,2,2,2,2,2,0,1
2,152,6,2,2,2,2,2,2,2,2,2,0,1
2,152,7,2,2,2,1,2,2,2,2,2,1,1
2,152,8,2,2,2,2,2,2,2,2,1,1,1
2,152,9,2,2,2,2,2,2,2,2,1,1,1
2,152,10,2,2,2,2,2,2,2,2,2,0,1
2,152,11,2,2,2,2,2,2,2,2,2,0,2
2,152,12,2,2,2,2,1,2,2,2,2,1,1
1,153,1,1,2,2,2,2,2,2,2,2,1,1
1,153,2,2,2,2,2,2,1,2,2,2,1,1
1,153,3,2,2,2,1,2,2,2,2,2,1,1
1,153,4,2,2,2,2,2,2,2,2,2,0,1
1,153,5,1,2,2,2,1,2,2,2,2,1,1
1,153,6,2,2,2,2,2,2,2,2,2,0,1
1,153,7,2,2,2,2,2,2,2,2,2,0,1
1,153,8,2,2,2,2,1,2,2,2,2,1,1
1,153,9,2,2,2,2,2,2,2,2,2,0,1
1,153,10,2,1,2,2,2,2,2,2,2,1,1
1,153,11,2,2,2,2,2,2,2,2,2,0,1
1,153,12,2,2,2,2,2,1,2,2,2,1,1
2,154,1,2,2,2,2,2,2,2,2,2,0,1
2,154,2,2,2,2,1,2,2,2,2,2,1,1
2,154,3,2,2,2,2,2,2,2,2,2,0,1
2,154,4,2,2,2,2,2,2,2,2,2,0,1
2,154,5,2,2,2,2,2,2,2,2,1,1,1
2,154,6,2,2,2,2,2,2,2,2,2,0,1
2,154,7,2,2,2,2,2,2,2,2,2,0,1
2,154,8,2,2,2,2,2,2,2,2,2,0,1
2,154,9,2,2,2,2,2,2,2,2,2,0,1
2,154,10,2,2,2,2,2,2,2,2,2,0,1
2,154,11,2,2,2,2,2,2,2,2,2,0,1
2,154,12,2,2,2,2,2,2,2,2,2,0,1
1,155,1,2,2,2,2,2,2,2,2,2,0,1
1,155,2,2,2,2,1,2,2,2,2,2,1,1
1,155,3,2,2,2,2,2,2,2,2,2,0,1
1,155,4,1,2,2,2,2,2,2,2,2,1,1
1,155,5,2,2,2,2,2,1,2,2,2,1,1
1,155,6,1,2,2,2,2,2,2,2,2,1,1
1,155,7,2,2,2,1,2,2,2,2,2,1,1
1,155,8,2,2,2,2,2,2,2,2,2,0,1
1,155,9,2,2,2,2,2,2,2,2,2,0,2
1,155,10,2,2,2,2,2,2,2,2,2,0,1
1,155,11,2,2,2,2,2,2,2,2,2,0,1
1,155,12,1,2,2,2,2,2,2,2,2,1,2
2,156,1,2,2,1,2,2,2,2,2,2,1,1
2,156,2,2,2,2,1,2,2,2,2,2,1,1
2,156,3,2,2,2,1,2,2,2,2,2,1,1
2,156,4,2,2,2,2,2,2,2,2,1,1,1
2,156,5,2,2,2,2,2,2,2,2,2,0,1
2,156,7,2,2,2,2,2,2,2,2,2,0,1
2,156,8,2,2,2,2,2,2,2,2,2,0,1
2,156,9,2,2,2,1,2,2,2,2,2,1,1
2,156,10,2,2,2,2,2,2,2,2,2,0,1
2,156,11,2,2,2,2,2,2,2,2,2,0,1
2,156,15,2,2,2,2,2,2,2,2,2,0,1
2,156,16,2,2,2,1,2,2,2,2,2,1,1
1,157,1,2,2,2,2,2,2,2,2,1,1,1
1,157,2,2,1,2,2,2,2,2,2,2,1,1
1,157,3,2,2,2,2,1,2,2,2,2,1,2
1,157,4,2,2,2,2,2,2,2,2,2,0,1
1,157,5,2,2,2,1,2,2,2,2,2,1,2
1,157,6,1,2,2,2,2,2,2,2,2,1,2
1,157,7,2,2,2,2,2,2,2,2,2,0,1
1,157,8,2,2,2,2,1,2,2,2,1,1,1
1,157,9,1,2,2,2,1,2,2,2,2,1,1
1,157,10,2,2,2,2,2,2,2,2,1,1,2
1,157,11,2,2,2,2,2,2,2,2,2,0,1
1,157,12,2,2,2,2,2,1,2,2,2,1,1
2,158,1,2,2,2,2,2,2,2,2,1,1,1
2,158,2,2,2,2,2,2,2,2,2,2,0,1
2,158,3,2,2,2,2,2,2,2,2,1,1,1
2,158,4,2,2,2,2,2,2,2,2,2,0,1
2,158,5,2,2,2,2,2,2,2,2,2,0,1
2,158,6,2,2,2,2,2,2,2,2,2,0,1
2,158,7,2,2,2,1,2,2,2,2,2,1,1
2,158,8,2,2,2,2,2,2,2,2,2,0,1
2,158,12,2,2,2,1,2,2,2,2,2,1,1
2,158,13,2,2,2,1,2,2,2,2,2,1,1
2,158,14,2,2,2,1,2,2,2,2,2,1,1
2,158,16,2,2,2,2,2,2,2,2,2,0,1
1,159,1,2,2,2,2,2,2,2,2,2,0,1
1,159,3,2,2,2,2,2,2,2,2,2,0,10
1,159,4,2,2,2,2,2,2,2,2,2,0,1
1,159,5,2,2,1,2,2,2,2,2,2,1,4
1,159,6,2,2,2,2,2,2,2,2,2,0,1
1,159,7,2,2,2,2,2,2,2,2,2,0,1
1,159,8,2,2,2,1,2,2,2,2,2,1,1
1,159,9,2,2,2,2,2,2,2,2,1,1,6
1,159,10,2,2,2,2,2,2,2,2,2,0,1
1,159,11,2,2,2,2,2,2,2,2,2,0,2
1,159,12,1,1,2,2,2,2,2,2,2,1,1
1,159,13,2,2,2,2,2,2,2,2,2,0,1
2,160,1,2,2,2,2,2,2,2,2,2,0,1
2,160,2,2,2,2,2,2,2,2,2,2,0,1
2,160,3,2,2,2,2,2,2,2,2,2,0,1
2,160,4,2,2,2,2,2,2,2,2,2,0,1
2,160,5,2,2,2,2,2,2,2,2,2,0,1
2,160,6,2,2,2,2,2,2,2,2,2,0,1
2,160,7,2,2,2,2,2,2,2,2,2,0,1
2,160,8,2,2,2,1,2,2,2,2,2,1,1
2,160,9,2,2,1,2,2,2,2,2,2,1,1
2,160,10,2,2,2,2,2,2,2,2,1,1,1
2,160,11,2,2,2,1,2,2,2,2,2,1,1
2,160,12,2,2,2,2,2,2,2,2,2,0,2
1,161,1,1,2,2,1,2,1,2,2,2,1,1
1,161,2,1,2,2,2,2,2,2,2,1,1,1
1,161,3,2,2,2,2,2,1,2,2,2,1,1
1,161,4,2,2,2,1,2,2,2,2,2,1,7
1,161,5,2,2,2,2,2,2,2,2,2,0,1
1,161,6,2,2,2,2,2,2,2,2,1,1,1
1,161,7,2,2,2,2,2,2,2,2,1,1,1
1,161,8,2,2,2,2,2,1,2,2,2,1,1
1,161,9,2,2,1,2,2,2,2,2,2,1,1
1,161,10,2,2,2,2,2,2,2,2,1,1,1
1,161,11,1,2,2,1,2,2,2,2,2,1,1
1,161,12,2,2,2,2,2,2,2,2,1,1,2
2,162,1,2,2,2,1,2,2,2,2,2,1,6
2,162,2,1,2,2,2,2,2,2,2,2,1,5
2,162,3,2,2,2,2,2,2,2,2,2,0,1
2,162,5,2,2,2,2,2,2,2,2,2,0,2
2,162,6,2,2,2,1,2,2,2,2,2,1,2
2,162,7,2,2,2,2,2,2,2,2,2,0,1
2,162,8,2,2,2,2,2,2,2,2,2,0,1
2,162,9,2,2,2,1,2,2,2,2,1,1,1
2,162,10,2,2,2,2,2,2,2,2,2,0,1
2,162,11,2,2,2,2,2,2,2,2,2,0,1
2,162,12,2,2,2,2,2,2,2,2,2,0,1
2,162,15,2,2,2,2,2,2,2,2,2,0,1
1,163,1,1,1,2,1,2,2,2,2,1,1,4
1,163,2,1,2,2,2,2,2,2,2,2,1,1
1,163,3,2,2,2,2,2,2,2,2,2,0,8
1,163,4,1,2,2,1,2,1,1,2,1,1,1
1,163,5,1,2,2,2,2,2,2,2,2,1,2
1,163,6,2,2,2,2,2,1,2,2,1,1,1
1,163,7,1,2,2,1,2,2,2,2,1,1,1
1,163,8,2,2,2,1,1,2,2,2,2,1,1
1,163,9,2,2,2,2,2,2,2,2,1,1,9
1,163,10,1,1,2,2,2,2,2,2,1,1,1
1,163,11,2,2,2,2,2,2,2,2,2,0,2
1,163,12,1,2,2,1,2,2,2,2,2,1,1
2,164,1,2,2,2,2,2,2,2,2,2,0,1
2,164,2,2,2,2,2,2,2,2,2,2,0,1
2,164,3,2,2,2,2,2,2,2,2,2,0,1
2,164,4,2,2,2,2,2,2,2,2,2,0,1
2,164,5,1,1,2,2,2,2,2,2,2,1,1
2,164,6,2,2,2,2,2,2,2,2,2,0,1
2,164,7,2,2,2,2,2,2,2,2,2,0,1
2,164,8,2,2,2,2,2,2,2,2,2,0,1
2,164,9,2,2,2,1,2,2,2,2,2,1,1
2,164,10,2,2,2,2,2,2,2,2,2,0,1
2,164,11,2,2,2,2,2,2,2,2,2,0,1
2,164,12,2,2,2,2,2,2,2,2,2,0,1
1,165,1,2,2,2,2,2,2,2,2,2,0,1
1,165,2,2,2,2,2,2,2,2,2,2,0,1
1,165,3,2,2,2,1,2,2,2,2,2,1,1
1,165,4,2,2,2,1,2,2,2,2,2,1,1
1,165,5,2,2,2,2,2,2,2,2,2,0,1
1,165,6,2,2,2,1,2,2,2,2,2,1,1
1,165,7,2,2,2,2,2,2,2,2,2,0,1
1,165,8,2,2,1,2,2,2,2,2,2,1,1
1,165,9,2,2,2,1,2,2,2,2,2,1,1
1,165,10,2,2,2,2,2,2,2,2,2,0,1
1,165,11,2,2,2,2,2,2,2,2,2,0,1
1,165,12,2,2,2,2,1,2,2,2,2,1,1
2,166,1,2,2,2,2,2,2,2,2,2,0,1
2,166,2,2,1,2,2,2,2,2,2,2,1,1
2,166,3,2,2,2,2,2,2,2,2,2,0,1
2,166,4,2,2,2,2,2,2,2,2,2,0,1
2,166,5,2,2,2,2,2,2,2,2,2,0,1
2,166,6,2,1,2,2,2,2,2,2,2,1,1
2,166,7,2,2,2,2,2,2,2,2,2,0,1
2,166,8,2,2,2,1,2,2,2,2,2,1,1
2,166,9,2,2,2,2,2,2,2,2,2,0,1
2,166,10,2,2,2,2,2,2,2,2,2,0,1
2,166,11,2,2,2,2,2,2,2,2,2,0,1
2,166,12,2,2,2,2,2,2,2,2,2,0,1
1,167,1,2,2,2,2,2,2,2,2,2,0,1
1,167,2,2,2,2,2,2,2,2,2,1,1,1
1,167,3,2,2,2,1,2,2,2,2,2,1,1
1,167,4,2,2,2,2,2,2,2,2,2,0,1
1,167,5,2,2,2,2,2,2,2,2,2,0,1
1,167,6,2,2,2,2,2,2,2,2,2,0,1
1,167,7,2,2,2,2,2,2,2,2,2,0,1
1,167,8,2,2,2,1,2,2,2,2,2,1,1
1,167,9,2,2,2,2,2,2,2,2,2,0,1
1,167,10,2,2,2,2,2,2,2,2,2,0,1
1,167,11,2,2,2,1,2,2,2,2,2,1,1
1,167,12,2,2,2,2,2,2,2,2,2,0,2
2,168,1,2,2,2,2,2,1,2,2,2,1,1
2,168,2,2,2,2,2,2,2,2,2,2,0,1
2,168,3,2,2,2,2,2,2,2,2,2,0,1
2,168,4,2,2,2,2,2,2,2,2,2,0,2
2,168,5,2,2,2,2,2,2,2,2,2,0,1
2,168,6,2,2,2,1,2,2,2,2,2,1,1
2,168,7,2,2,2,2,2,2,2,2,2,0,1
2,168,8,2,2,2,2,2,2,2,2,2,0,1
2,168,9,2,2,2,1,2,2,2,2,2,1,1
2,168,10,2,2,2,2,2,2,2,2,2,0,1
2,168,11,2,2,2,2,2,2,2,2,1,1,1
2,168,12,2,2,2,2,2,2,2,2,2,0,1
1,169,1,2,2,2,2,2,2,2,2,2,0,2
1,169,2,2,2,2,1,2,2,2,2,2,1,1
1,169,3,2,2,2,1,2,2,2,2,2,1,1
1,169,4,2,2,2,1,2,2,2,2,2,1,1
1,169,5,2,2,2,2,2,2,2,2,2,0,1
1,169,6,2,2,2,2,2,1,2,2,2,1,1
1,169,7,2,2,2,2,2,2,2,2,2,0,2
1,169,8,2,2,2,2,2,2,2,2,2,0,1
1,169,9,2,2,2,2,2,2,2,2,2,0,2
1,169,10,2,2,2,2,1,2,2,2,2,1,1
1,169,11,2,2,2,1,2,2,2,2,2,1,1
1,169,12,2,2,2,2,2,2,2,2,2,0,1
2,170,1,1,2,2,2,2,1,2,2,2,1,1
2,170,2,2,2,2,1,2,2,2,2,2,1,1
2,170,3,1,2,2,2,2,2,2,2,2,1,1
2,170,4,2,2,2,2,2,2,2,2,2,0,1
2,170,5,2,2,2,2,2,2,2,2,2,0,1
2,170,6,2,2,2,1,2,2,2,2,2,1,1
2,170,7,2,2,2,2,2,2,2,2,2,0,1
2,170,8,1,2,2,1,2,2,2,2,2,1,1
2,170,10,2,2,2,2,2,2,2,2,2,0,1
2,170,11,2,2,2,2,2,2,2,2,2,0,1
2,170,12,1,2,2,2,2,2,2,2,2,1,1
2,170,13,2,2,2,2,2,2,2,2,1,1,1
1,171,1,2,2,2,2,1,2,2,2,2,1,1
1,171,2,1,2,2,2,2,2,2,2,2,1,2
1,171,3,2,2,2,1,2,2,2,2,2,1,1
1,171,4,2,2,2,2,2,2,2,2,2,0,1
1,171,5,2,2,2,2,2,2,2,2,2,0,1
1,171,6,2,2,2,2,2,2,2,2,2,0,1
1,171,7,2,2,2,2,2,2,2,2,2,0,1
1,171,8,1,2,2,2,2,2,2,2,2,1,1
1,171,9,2,2,2,2,2,2,2,2,2,0,1
1,171,10,2,2,2,2,2,2,2,2,2,0,2
1,171,11,2,2,2,2,2,2,2,2,2,0,1
1,171,12,2,2,2,2,2,2,2,2,2,0,2
2,172,1,2,2,2,2,2,2,2,2,2,0,1
2,172,2,1,2,2,2,2,2,2,2,2,1,1
2,172,3,2,2,2,2,2,2,1,2,2,1,1
2,172,4,2,2,2,2,2,2,2,2,2,0,1
2,172,5,2,2,2,2,2,1,2,2,2,1,1
2,172,6,2,2,2,2,2,2,2,2,2,0,1
2,172,7,2,2,2,2,2,2,2,2,2,0,1
2,172,8,2,2,2,2,2,2,2,2,2,0,1
2,172,9,2,2,2,2,2,2,2,2,2,0,1
2,172,10,2,2,2,2,2,2,2,2,2,0,1
2,172,11,2,1,2,2,2,2,2,2,2,1,1
2,172,12,2,2,2,1,2,2,2,2,2,1,1
