"grappe","vague","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q05","s00q06"
292,2,1,35,0,1,0,0,0,0,0,0,0,35,1
709,2,1,47,0,1,0,0,0,0,0,0,0,47,1
216,2,1,25,0,0,0,0,0,0,0,0,1,25,3
92,2,1,60,0,1,0,0,0,0,0,0,0,60,1
168,2,2,57,0,0,0,0,0,0,0,0,1,57,1
82,2,1,54,1,0,0,0,0,0,0,0,0,50,1
113,1,2,65,0,0,0,0,0,0,0,0,1,65,1
380,2,1,40,0,0,0,1,0,0,0,0,0,10,3
295,1,1,38,0,0,0,0,0,0,0,0,1,4,2
173,1,1,58,1,0,0,0,0,0,0,0,0,58,1
214,2,1,32,0,0,1,0,0,0,0,0,0,3,3
486,2,1,53,0,1,0,0,0,0,0,0,0,40,1
213,1,1,44,0,0,0,0,0,0,0,0,1,11,1
23,1,1,60,0,0,0,0,0,0,0,0,1,40,1
426,2,1,35,0,0,0,0,0,1,0,0,0,6,1
284,1,1,65,1,0,0,0,0,0,0,0,0,65,1
293,2,1,25,0,1,0,0,0,0,0,0,0,25,1
236,2,1,53,0,1,0,0,0,0,0,0,0,53,1
120,2,1,66,0,1,0,0,0,0,0,0,0,66,1
308,2,2,53,0,0,0,0,0,0,0,0,1,53,1
235,1,1,48,0,0,0,0,0,0,0,0,1,0,1
398,2,1,66,0,0,0,0,0,0,0,0,1,66,1
231,1,2,50,0,0,0,0,0,1,0,0,0,50,1
231,1,1,42,0,0,0,0,0,1,0,0,0,42,2
231,1,1,41,0,0,0,0,0,1,0,0,0,25,2
231,1,1,38,0,0,0,1,0,0,0,0,0,9,5
231,1,1,88,1,0,0,0,0,0,0,0,0,88,2
231,1,1,51,0,1,0,0,0,0,0,0,0,51,1
231,1,1,41,0,0,1,0,0,0,0,0,0,41,4
409,1,1,55,0,1,0,0,0,0,0,0,0,55,1
409,1,1,63,0,0,0,0,0,0,1,0,0,63,2
409,1,1,69,1,0,0,0,0,0,0,0,0,69,1
409,1,1,56,0,0,0,0,0,1,0,0,0,56,1
409,1,1,52,0,0,0,0,0,0,0,0,1,52,1
89,1,1,70,0,0,0,0,0,0,1,0,0,70,1
89,1,1,42,0,0,0,0,0,0,0,0,1,42,1
89,1,1,46,0,1,0,0,0,0,0,0,0,46,1
89,1,1,72,0,1,0,0,0,0,0,0,0,50,1
89,1,1,35,0,0,0,0,0,0,0,0,1,35,1
89,1,1,66,0,1,0,0,0,0,0,0,0,40,1
89,1,1,50,0,0,0,0,0,0,0,0,1,15,1
89,1,1,55,0,1,0,0,0,0,0,0,0,20,1
89,1,1,51,0,1,0,0,0,0,0,0,0,28,1
89,1,1,38,0,0,1,0,0,0,0,0,0,8,4
89,1,1,65,0,0,0,0,0,0,0,0,1,65,1
89,1,1,64,1,0,0,0,0,0,0,0,0,40,1
249,1,1,41,0,0,1,0,0,0,0,0,0,7,5
249,1,1,55,1,0,0,0,0,0,0,0,0,55,2
249,1,2,45,0,0,0,0,0,0,0,0,1,45,1
249,1,1,36,0,0,0,0,0,0,0,0,1,36,2
249,1,1,60,0,0,0,0,0,0,1,0,0,60,1
249,1,1,98,0,1,0,0,0,0,0,0,0,98,1
249,1,1,50,0,0,0,0,0,0,0,0,1,50,1
165,1,1,40,0,0,0,0,0,0,0,0,1,40,1
165,1,2,22,0,0,0,1,0,0,0,0,0,1,4
165,1,1,60,0,0,0,0,0,0,0,0,1,60,1
165,1,1,40,0,0,0,0,0,0,0,0,1,40,1
165,1,1,28,0,0,0,0,0,0,0,0,1,28,1
165,1,2,40,0,0,0,0,0,1,0,0,0,40,1
165,1,1,60,0,0,0,0,0,1,0,0,0,43,1
165,1,1,35,0,0,0,0,0,0,0,0,1,35,3
165,1,1,27,0,0,0,0,0,0,0,0,1,27,1
165,1,1,48,0,0,0,0,0,1,0,0,0,48,1
165,1,1,48,0,0,0,0,0,0,0,0,1,48,1
165,1,1,50,1,0,0,0,0,0,0,0,0,50,1
165,1,1,40,0,0,1,0,0,0,0,0,0,0,4
165,1,1,18,0,0,0,0,0,1,0,0,0,18,2
141,1,2,58,0,0,1,0,0,0,0,0,0,4,3
141,1,2,36,0,0,0,1,0,0,0,0,0,6,4
141,1,1,30,0,0,1,0,0,0,0,0,0,15,4
141,1,1,43,0,0,0,0,1,0,0,0,0,43,1
141,1,1,34,0,0,0,0,0,1,0,0,0,3,2
141,1,1,51,0,0,0,0,0,0,1,0,0,51,1
250,2,1,52,0,0,0,0,0,0,0,0,1,52,1
250,2,1,36,0,0,0,0,0,0,0,0,1,0,1
250,2,1,34,0,0,0,0,0,0,0,0,1,1,1
250,2,1,65,0,0,0,0,0,0,0,0,1,60,1
250,2,1,54,0,0,0,0,0,0,0,0,1,50,1
250,2,1,65,0,0,0,0,0,0,0,0,1,35,1
250,2,1,40,0,0,0,0,0,0,0,0,1,2,1
250,2,1,35,0,0,0,0,0,0,0,1,0,0,1
250,2,1,35,0,0,0,0,0,0,0,0,1,0,1
250,2,1,36,1,0,0,0,0,0,0,0,0,16,1
250,2,1,41,0,0,0,0,0,0,0,0,1,2,1
275,1,1,31,0,1,0,0,0,0,0,0,0,31,1
275,1,1,86,1,0,0,0,0,0,0,0,0,86,1
275,1,1,40,0,0,0,0,0,1,0,0,0,15,1
275,1,1,27,0,0,0,0,0,0,0,0,1,2,1
275,1,1,32,0,1,0,0,0,0,0,0,0,1,1
275,1,1,60,0,0,0,0,0,0,1,0,0,35,1
275,1,1,50,0,1,0,0,0,0,0,0,0,50,1
489,1,1,44,0,0,0,1,0,0,0,0,0,6,4
489,1,1,61,0,1,0,0,0,0,0,0,0,35,1
489,1,1,64,0,0,0,0,0,0,0,1,0,27,1
489,1,1,42,0,0,0,1,0,0,0,0,0,10,4
489,1,1,69,0,1,0,0,0,0,0,0,0,69,1
489,1,1,54,0,0,1,0,0,0,0,0,0,12,4
489,1,1,81,0,1,0,0,0,0,0,0,0,38,2
489,1,1,66,0,1,0,0,0,0,0,0,0,36,2
95,1,1,60,0,1,0,0,0,0,0,0,0,60,1
95,1,1,75,0,1,0,0,0,0,0,0,0,75,1
95,1,1,60,1,0,0,0,0,0,0,0,0,60,1
95,1,1,60,0,1,0,0,0,0,0,0,0,60,1
95,1,1,80,0,1,0,0,0,0,0,0,0,80,1
95,1,1,48,0,1,0,0,0,0,0,0,0,48,1
95,1,1,50,0,1,0,0,0,0,0,0,0,50,1
95,1,1,20,0,0,1,0,0,0,0,0,0,3,4
95,1,1,38,0,1,0,0,0,0,0,0,0,38,1
358,2,1,37,0,0,0,0,0,1,0,0,0,10,1
358,2,1,26,0,0,0,0,0,0,0,0,1,26,2
358,2,1,77,0,1,0,0,0,0,0,0,0,54,1
358,2,1,61,0,1,0,0,0,0,0,0,0,28,1
358,2,2,32,0,0,0,0,0,0,0,0,1,32,3
358,2,1,68,0,1,0,0,0,0,0,0,0,54,1
358,2,1,48,1,0,0,0,0,0,0,0,0,26,2
358,2,2,63,0,0,0,0,0,0,0,0,1,54,1
185,1,1,42,0,0,0,0,0,0,0,0,1,42,1
185,1,1,50,0,0,0,0,0,0,0,0,1,50,1
185,1,1,41,0,0,0,0,0,0,0,0,1,41,1
185,1,1,34,0,0,0,0,0,1,0,0,0,34,2
185,1,1,73,0,1,0,0,0,0,0,0,0,73,1
185,1,1,68,0,0,0,0,0,0,0,0,1,68,1
185,1,1,50,0,0,0,0,0,0,0,0,1,50,1
185,1,1,63,1,0,0,0,0,0,0,0,0,63,1
185,1,1,30,0,0,0,0,0,1,0,0,0,30,2
185,1,1,45,0,0,0,0,0,0,0,0,1,3,3
185,1,1,25,0,0,0,0,0,0,0,0,1,25,2
185,1,1,32,0,0,1,0,0,0,0,0,0,5,4
185,1,1,41,0,0,0,0,0,0,0,0,1,41,3
273,1,1,75,0,0,0,0,0,0,1,0,0,50,1
273,1,1,50,0,0,0,0,0,0,0,0,1,50,2
273,1,1,26,0,0,0,0,0,0,0,0,1,26,2
273,1,1,40,0,0,1,0,0,0,0,0,0,10,4
273,1,1,70,1,0,0,0,0,0,0,0,0,70,1
273,1,1,46,0,1,0,0,0,0,0,0,0,20,1
273,1,1,48,0,0,0,0,0,1,0,0,0,15,1
382,2,1,45,0,0,0,0,0,0,0,0,1,3,2
382,2,1,60,0,1,0,0,0,0,0,0,0,5,2
382,2,1,55,0,1,0,0,0,0,0,0,0,6,2
382,2,1,43,0,0,0,0,0,1,0,0,0,5,2
382,2,1,60,0,1,0,0,0,0,0,0,0,60,1
382,2,1,50,0,0,0,0,0,1,0,0,0,1,2
382,2,1,67,0,1,0,0,0,0,0,0,0,3,2
382,2,1,56,0,0,0,0,0,0,0,0,1,4,1
382,2,1,40,0,0,0,0,0,0,0,0,1,40,1
382,2,1,70,1,0,0,0,0,0,0,0,0,30,1
400,2,1,80,1,0,0,0,0,0,0,0,0,80,1
400,2,1,45,0,0,0,0,0,0,0,0,1,45,1
400,2,1,30,0,0,0,0,0,0,0,0,1,30,1
400,2,1,45,0,0,0,0,0,0,0,0,1,45,1
400,2,1,50,0,0,0,0,0,0,0,0,1,4,1
400,2,1,60,0,0,0,0,0,1,0,0,0,60,1
68,2,1,55,0,1,0,0,0,0,0,0,0,40,1
68,2,1,48,1,0,0,0,0,0,0,0,0,48,1
68,2,1,42,0,1,0,0,0,0,0,0,0,40,1
68,2,1,56,0,1,0,0,0,0,0,0,0,56,1
68,2,1,37,0,0,0,0,0,0,1,0,0,25,1
68,2,1,48,1,0,0,0,0,0,0,0,0,40,1
68,2,1,50,1,0,0,0,0,0,0,0,0,50,1
68,2,1,61,0,1,0,0,0,0,0,0,0,50,1
68,2,1,70,1,0,0,0,0,0,0,0,0,70,1
434,2,1,71,0,1,0,0,0,0,0,0,0,71,1
434,2,1,72,0,1,0,0,0,0,0,0,0,72,1
434,2,1,52,0,0,0,0,0,1,0,0,0,12,3
434,2,1,62,1,0,0,0,0,0,0,0,0,62,2
434,2,1,75,0,0,0,0,0,0,0,1,0,75,2
434,2,1,60,0,1,0,0,0,0,0,0,0,60,1
434,2,1,80,0,1,0,0,0,0,0,0,0,80,1
434,2,1,57,0,1,0,0,0,0,0,0,0,26,2
434,2,1,58,0,1,0,0,0,0,0,0,0,39,1
283,1,1,27,0,0,1,0,0,0,0,0,0,6,5
283,1,1,63,1,0,0,0,0,0,0,0,0,13,2
283,1,1,38,0,0,1,0,0,0,0,0,0,1,3
283,1,2,27,0,0,1,0,0,0,0,0,0,4,5
283,1,1,80,1,0,0,0,0,0,0,0,0,35,1
283,1,1,53,0,0,0,1,0,0,0,0,0,3,3
283,1,2,30,0,0,1,0,0,0,0,0,0,3,3
283,1,1,32,0,0,1,0,0,0,0,0,0,4,5
283,1,1,25,0,0,1,0,0,0,0,0,0,2,5
498,2,1,41,0,0,1,0,0,0,0,0,0,41,5
498,2,1,71,1,0,0,0,0,0,0,0,0,42,5
498,2,2,41,0,0,0,0,0,0,0,0,1,19,3
498,2,1,72,0,0,0,0,0,0,0,0,1,35,2
498,2,1,68,0,0,0,0,0,0,1,0,0,68,3
498,2,1,29,0,0,0,0,0,1,0,0,0,15,2
498,2,1,67,0,0,0,0,0,0,0,0,1,40,2
435,1,1,60,0,1,0,0,0,0,0,0,0,18,4
435,1,1,42,0,0,0,0,0,0,0,0,1,5,4
435,1,2,44,0,0,0,0,0,0,0,0,1,35,1
435,1,1,60,1,0,0,0,0,0,0,0,0,60,3
435,1,1,75,0,1,0,0,0,0,0,0,0,35,1
435,1,2,50,0,0,0,1,0,0,0,0,0,1,4
435,1,1,25,0,0,1,0,0,0,0,0,0,1,4
435,1,1,39,0,0,0,0,0,0,1,0,0,14,1
111,1,2,45,0,0,0,0,0,0,0,0,1,45,1
111,1,2,41,0,0,1,0,0,0,0,0,0,7,4
111,1,2,48,0,0,0,0,0,0,0,0,1,48,1
111,1,1,76,1,0,0,0,0,0,0,0,0,76,1
111,1,1,73,0,1,0,0,0,0,0,0,0,73,1
186,2,1,40,0,0,0,0,0,0,0,0,1,0,1
186,2,1,69,0,0,0,0,0,0,0,1,0,2,1
186,2,1,55,0,1,0,0,0,0,0,0,0,55,1
186,2,1,55,0,0,0,0,0,0,0,0,1,3,1
186,2,1,30,0,0,0,0,0,0,0,0,1,6,2
186,2,1,56,0,0,0,0,0,0,1,0,0,10,1
186,2,1,63,1,0,0,0,0,0,0,0,0,15,1
100,2,1,36,0,0,0,0,0,0,0,0,1,36,2
100,2,1,68,0,1,0,0,0,0,0,0,0,68,1
100,2,1,60,0,1,0,0,0,0,0,0,0,60,1
100,2,1,32,0,1,0,0,0,0,0,0,0,32,1
100,2,1,59,0,0,0,0,0,0,1,0,0,59,1
100,2,1,66,0,1,0,0,0,0,0,0,0,66,1
100,2,1,60,1,0,0,0,0,0,0,0,0,60,2
100,2,1,55,0,1,0,0,0,0,0,0,0,55,1
100,2,2,70,0,1,0,0,0,0,0,0,0,70,2
100,2,1,58,0,1,0,0,0,0,0,0,0,58,2
29,1,2,51,0,0,0,0,0,0,0,0,1,16,2
29,1,1,34,0,0,0,0,0,0,0,0,1,14,3
29,1,2,59,0,1,0,0,0,0,0,0,0,25,1
29,1,1,27,0,0,0,0,0,0,0,0,1,12,3
29,1,2,60,0,1,0,0,0,0,0,0,0,18,1
29,1,2,20,0,0,0,0,0,0,0,0,1,20,3
29,1,2,34,0,0,0,0,0,0,0,0,1,12,2
239,1,1,32,0,0,0,0,0,0,0,0,1,32,1
239,1,2,51,0,0,0,0,0,0,0,0,1,51,2
239,1,1,70,1,0,0,0,0,0,0,0,0,70,1
239,1,1,75,0,0,0,0,0,0,1,0,0,75,1
239,1,1,60,0,0,0,0,0,0,1,0,0,60,3
239,1,1,35,0,0,0,0,0,0,0,0,1,35,1
239,1,1,69,0,0,0,0,0,0,0,0,1,69,1
232,2,1,29,0,1,0,0,0,0,0,0,0,29,1
232,2,1,36,0,1,0,0,0,0,0,0,0,36,1
232,2,1,59,1,0,0,0,0,0,0,0,0,59,1
232,2,1,27,0,1,0,0,0,0,0,0,0,27,1
232,2,1,45,0,1,0,0,0,0,0,0,0,45,1
232,2,1,60,0,1,0,0,0,0,0,0,0,60,1
403,1,1,80,0,1,0,0,0,0,0,0,0,80,1
403,1,1,40,1,0,0,0,0,0,0,0,0,40,1
403,1,1,70,0,0,0,0,0,0,0,0,1,70,1
403,1,1,50,0,1,0,0,0,0,0,0,0,50,1
403,1,1,40,0,0,0,0,0,1,0,0,0,40,1
403,1,1,35,0,0,0,0,0,0,0,0,1,35,1
403,1,1,30,0,0,0,0,0,1,0,0,0,30,1
403,1,1,25,0,0,0,0,0,0,0,0,1,25,1
403,1,1,45,0,0,0,0,0,0,0,0,1,45,1
187,1,1,41,1,0,0,0,0,0,0,0,0,41,2
187,1,1,45,0,0,0,0,0,1,0,0,0,45,1
187,1,1,48,0,0,0,1,0,0,0,0,0,48,3
187,1,1,40,0,0,0,0,0,0,0,0,1,40,2
187,1,1,54,0,1,0,0,0,0,0,0,0,54,3
187,1,1,30,0,0,0,0,0,1,0,0,0,30,2
187,1,1,80,0,0,0,0,0,0,0,0,1,80,1
187,1,1,43,0,0,0,0,0,1,0,0,0,43,2
187,1,1,47,0,0,0,0,0,0,0,0,1,47,1
187,1,1,53,0,0,0,0,0,0,0,0,1,53,2
187,1,1,57,0,0,0,0,0,1,0,0,0,57,1
187,1,1,38,0,0,0,0,0,0,0,0,1,38,1
187,1,1,52,0,0,0,0,0,0,0,0,1,52,3
187,1,1,42,0,0,0,0,0,1,0,0,0,42,2
287,1,1,36,0,0,0,0,0,0,0,0,1,6,2
287,1,1,58,1,0,0,0,0,0,0,0,0,8,1
287,1,1,35,0,0,0,0,0,0,0,0,1,1,2
287,1,1,48,0,0,0,0,0,0,0,0,1,0,1
287,1,1,45,0,1,0,0,0,0,0,0,0,6,2
287,1,1,45,0,1,0,0,0,0,0,0,0,0,1
19,1,1,69,1,0,0,0,0,0,0,0,0,25,1
19,1,1,65,0,1,0,0,0,0,0,0,0,60,1
19,1,1,20,0,0,0,0,0,0,0,0,1,20,2
19,1,1,47,0,0,0,0,0,0,0,0,1,25,1
19,1,1,46,0,1,0,0,0,0,0,0,0,3,1
19,1,1,75,0,0,0,0,0,1,0,0,0,36,1
19,1,1,46,0,0,0,0,0,0,0,0,1,34,2
260,2,1,57,0,0,0,0,0,0,0,0,1,12,1
260,2,1,48,0,0,0,0,0,0,0,0,1,6,1
260,2,1,62,0,0,0,0,0,0,0,0,1,17,1
260,2,1,56,0,0,0,0,0,0,0,0,1,8,3
260,2,1,65,1,0,0,0,0,0,0,0,0,11,1
260,2,1,54,0,0,0,0,0,0,0,0,1,7,1
260,2,1,72,0,0,0,0,0,0,0,0,1,10,1
149,1,1,34,0,0,0,0,0,1,0,0,0,34,1
149,1,1,70,0,1,0,0,0,0,0,0,0,60,1
149,1,1,49,0,0,0,0,0,0,1,0,0,49,1
149,1,1,40,0,0,0,0,0,0,0,0,1,40,1
149,1,2,47,0,0,0,0,0,0,0,0,1,47,1
149,1,1,56,1,0,0,0,0,0,0,0,0,56,1
149,1,1,40,0,0,0,0,0,1,0,0,0,40,1
58,1,1,50,0,1,0,0,0,0,0,0,0,50,1
58,1,1,75,0,0,0,0,0,0,0,1,0,75,1
58,1,2,73,0,1,0,0,0,0,0,0,0,73,1
58,1,1,30,0,0,1,0,0,0,0,0,0,1,4
58,1,1,43,0,0,0,0,0,0,0,0,1,43,1
58,1,1,60,0,1,0,0,0,0,0,0,0,60,1
58,1,1,75,0,1,0,0,0,0,0,0,0,75,1
58,1,1,70,0,1,0,0,0,0,0,0,0,70,1
58,1,1,68,1,0,0,0,0,0,0,0,0,68,1
388,2,1,57,0,1,0,0,0,0,0,0,0,20,1
388,2,1,40,0,0,0,0,0,1,0,0,0,8,2
388,2,2,42,0,0,0,0,0,0,0,0,1,42,1
388,2,1,84,0,0,0,0,0,0,1,0,0,50,1
388,2,2,35,0,0,0,0,0,0,0,0,1,35,1
388,2,1,60,1,0,0,0,0,0,0,0,0,60,1
388,2,1,50,0,0,0,0,0,0,0,0,1,12,2
61,1,1,53,0,1,0,0,0,0,0,0,0,38,1
61,1,1,53,0,0,0,0,0,0,0,0,1,30,2
61,1,1,75,0,1,0,0,0,0,0,0,0,50,1
61,1,1,40,0,0,0,0,0,0,0,0,1,35,3
61,1,1,70,0,1,0,0,0,0,0,0,0,33,1
61,1,2,58,0,1,0,0,0,0,0,0,0,58,2
61,1,1,55,0,1,0,0,0,0,0,0,0,35,1
61,1,2,49,0,1,0,0,0,0,0,0,0,49,1
61,1,1,65,0,1,0,0,0,0,0,0,0,4,1
61,1,1,70,0,0,0,0,0,0,1,0,0,59,1
61,1,1,56,0,1,0,0,0,0,0,0,0,33,1
61,1,1,57,0,0,0,0,0,0,0,0,1,57,1
8,2,1,62,1,0,0,0,0,0,0,0,0,40,2
8,2,1,47,0,0,0,0,0,0,1,0,0,30,1
8,2,1,62,1,0,0,0,0,0,0,0,0,42,2
8,2,1,83,0,0,0,0,0,0,1,0,0,48,1
423,1,1,32,0,0,0,0,0,0,0,0,1,1,1
423,1,2,40,0,0,0,0,0,0,0,0,1,25,1
423,1,1,29,0,0,0,0,0,0,0,0,1,0,1
423,1,1,55,1,0,0,0,0,0,0,0,0,15,1
74,2,1,56,0,1,0,0,0,0,0,0,0,47,1
74,2,1,69,1,0,0,0,0,0,0,0,0,65,1
74,2,1,45,0,0,0,0,0,0,1,0,0,45,1
74,2,1,42,0,1,0,0,0,0,0,0,0,42,1
74,2,1,68,0,1,0,0,0,0,0,0,0,68,1
74,2,1,60,1,0,0,0,0,0,0,0,0,60,1
74,2,1,55,0,1,0,0,0,0,0,0,0,55,1
63,1,1,70,0,1,0,0,0,0,0,0,0,2,1
63,1,1,60,0,1,0,0,0,0,0,0,0,40,1
63,1,1,75,0,1,0,0,0,0,0,0,0,30,1
63,1,1,50,0,1,0,0,0,0,0,0,0,20,1
63,1,2,50,0,0,0,0,0,0,0,0,1,40,1
63,1,1,49,0,0,0,0,0,1,0,0,0,49,2
63,1,1,47,0,0,0,0,0,0,1,0,0,47,1
63,1,1,55,0,1,0,0,0,0,0,0,0,55,1
63,1,1,56,0,0,0,0,0,0,0,0,1,56,1
63,1,2,20,0,0,0,0,0,0,0,0,1,5,1
63,1,1,58,1,0,0,0,0,0,0,0,0,58,2
63,1,1,43,0,0,0,0,0,1,0,0,0,5,1
63,1,1,60,0,1,0,0,0,0,0,0,0,50,3
63,1,2,38,0,0,0,0,0,0,0,0,1,5,1
341,1,1,41,0,0,0,0,0,0,0,0,1,41,1
341,1,1,58,0,0,0,0,0,0,0,0,1,58,1
341,1,1,60,0,0,0,0,0,0,1,0,0,60,1
341,1,1,66,0,1,0,0,0,0,0,0,0,66,1
341,1,1,52,0,0,0,0,1,0,0,0,0,52,1
341,1,1,66,0,1,0,0,0,0,0,0,0,66,1
341,1,1,56,1,0,0,0,0,0,0,0,0,56,1
331,1,1,45,0,0,0,0,0,0,0,0,1,45,2
331,1,1,53,0,0,0,0,0,0,1,0,0,53,1
331,1,1,57,0,0,0,0,0,0,0,1,0,57,1
331,1,1,46,0,0,0,0,0,0,0,0,1,46,2
331,1,1,68,0,0,0,0,0,0,1,0,0,68,1
331,1,1,46,0,1,0,0,0,0,0,0,0,42,1
331,1,1,32,0,0,0,0,0,0,0,0,1,26,1
139,1,1,60,0,0,0,0,0,0,1,0,0,60,1
139,1,1,74,0,1,0,0,0,0,0,0,0,50,1
139,1,1,67,0,1,0,0,0,0,0,0,0,59,1
139,1,1,72,0,1,0,0,0,0,0,0,0,72,1
139,1,2,50,0,0,0,0,0,0,0,0,1,50,1
80,2,1,63,0,1,0,0,0,0,0,0,0,63,1
80,2,1,36,0,1,0,0,0,0,0,0,0,36,1
80,2,1,45,0,0,0,0,0,0,0,1,0,45,1
80,2,1,49,0,0,0,0,0,1,0,0,0,49,1
80,2,1,38,0,1,0,0,0,0,0,0,0,38,1
80,2,1,79,0,1,0,0,0,0,0,0,0,79,1
80,2,1,54,0,1,0,0,0,0,0,0,0,54,1
80,2,1,40,0,0,0,0,0,0,0,1,0,40,1
80,2,1,38,0,1,0,0,0,0,0,0,0,38,1
13,1,1,54,0,0,0,0,0,0,1,0,0,45,1
13,1,1,45,0,1,0,0,0,0,0,0,0,45,1
13,1,1,53,0,0,0,0,0,1,0,0,0,48,1
13,1,1,50,0,1,0,0,0,0,0,0,0,50,1
13,1,1,56,0,0,0,0,0,1,0,0,0,45,1
13,1,1,74,1,0,0,0,0,0,0,0,0,50,1
13,1,1,60,0,0,0,0,0,0,0,1,0,40,1
258,2,1,61,0,0,0,0,0,0,0,0,1,17,2
258,2,1,70,0,0,0,0,0,0,0,0,1,15,2
258,2,1,60,0,0,0,0,0,0,0,0,1,20,1
258,2,1,56,0,1,0,0,0,0,0,0,0,25,1
258,2,1,55,1,0,0,0,0,0,0,0,0,20,1
258,2,1,32,0,0,0,0,0,0,0,0,1,0,2
258,2,1,70,0,1,0,0,0,0,0,0,0,20,1
258,2,1,50,0,0,0,0,0,0,0,0,1,10,1
258,2,1,47,0,1,0,0,0,0,0,0,0,7,1
258,2,1,70,0,1,0,0,0,0,0,0,0,30,1
41,1,1,30,0,0,0,0,0,0,0,0,1,0,1
41,1,1,45,0,1,0,0,0,0,0,0,0,10,1
41,1,1,39,0,1,0,0,0,0,0,0,0,39,1
41,1,1,47,1,0,0,0,0,0,0,0,0,3,2
41,1,1,37,0,1,0,0,0,0,0,0,0,37,1
41,1,1,37,0,1,0,0,0,0,0,0,0,37,1
41,1,1,46,0,1,0,0,0,0,0,0,0,25,1
41,1,1,30,0,0,0,0,0,0,0,0,1,30,1
41,1,1,53,1,0,0,0,0,0,0,0,0,36,3
285,1,1,80,1,0,0,0,0,0,0,0,0,55,1
285,1,1,31,0,0,0,0,0,1,0,0,0,1,2
285,1,1,39,0,0,0,0,0,0,0,0,1,1,1
285,1,1,20,0,0,0,0,0,0,0,0,1,20,3
285,1,1,33,0,0,1,0,0,0,0,0,0,1,4
285,1,1,43,0,1,0,0,0,0,0,0,0,7,1
285,1,1,33,0,0,0,0,0,0,0,0,1,0,3
285,1,1,75,0,1,0,0,0,0,0,0,0,32,1
135,1,1,77,0,1,0,0,0,0,0,0,0,77,1
135,1,1,72,0,0,0,0,0,0,1,0,0,72,1
135,1,2,70,0,0,0,0,0,0,0,0,1,70,1
135,1,1,74,0,1,0,0,0,0,0,0,0,74,1
135,1,2,70,0,0,0,0,0,0,0,0,1,70,1
135,1,1,44,0,1,0,0,0,0,0,0,0,44,1
135,1,2,42,0,0,0,0,0,0,0,0,1,42,1
135,1,1,51,1,0,0,0,0,0,0,0,0,51,1
135,1,1,65,0,1,0,0,0,0,0,0,0,65,1
135,1,1,36,0,1,0,0,0,0,0,0,0,36,1
153,1,1,49,0,1,0,0,0,0,0,0,0,49,1
153,1,1,48,0,0,0,0,0,0,0,1,0,48,1
153,1,1,34,0,0,0,0,1,0,0,0,0,34,2
153,1,1,38,0,1,0,0,0,0,0,0,0,38,1
153,1,1,51,0,0,0,0,0,0,1,0,0,51,1
153,1,1,32,0,0,1,0,0,0,0,0,0,3,4
267,1,1,38,0,0,1,0,0,0,0,0,0,1,4
267,1,1,55,0,0,0,0,0,1,0,0,0,30,1
267,1,1,55,1,0,0,0,0,0,0,0,0,55,1
267,1,1,45,0,1,0,0,0,0,0,0,0,45,1
267,1,1,52,0,0,0,0,0,0,0,0,1,52,1
267,1,2,65,0,0,0,0,0,0,0,0,1,65,1
267,1,1,35,0,0,0,0,0,0,0,0,1,10,1
267,1,1,40,0,0,0,0,0,0,1,0,0,15,1
264,2,1,71,0,0,0,0,0,0,0,0,1,35,1
264,2,1,35,0,0,0,0,0,0,0,0,1,5,1
264,2,1,59,1,0,0,0,0,0,0,0,0,10,1
264,2,1,63,0,1,0,0,0,0,0,0,0,40,1
264,2,1,45,0,0,0,0,0,0,0,0,1,2,1
264,2,1,97,1,0,0,0,0,0,0,0,0,97,1
264,2,1,71,0,1,0,0,0,0,0,0,0,35,1
264,2,1,50,0,0,0,0,0,0,0,0,1,30,1
495,1,1,37,0,0,0,0,0,0,0,0,1,37,5
495,1,1,68,0,1,0,0,0,0,0,0,0,68,1
495,1,1,48,0,0,0,0,0,0,1,0,0,48,1
495,1,1,68,0,0,0,0,0,1,0,0,0,68,3
495,1,2,30,0,0,0,1,0,0,0,0,0,30,5
495,1,1,67,0,1,0,0,0,0,0,0,0,67,1
495,1,1,70,1,0,0,0,0,0,0,0,0,70,5
269,1,1,50,0,1,0,0,0,0,0,0,0,50,1
269,1,1,35,0,0,1,0,0,0,0,0,0,4,4
269,1,1,65,0,0,0,0,0,0,0,1,0,65,1
269,1,1,75,1,0,0,0,0,0,0,0,0,75,1
269,1,1,45,0,0,0,0,0,1,0,0,0,45,1
269,1,1,35,0,0,0,0,0,0,0,0,1,35,1
269,1,2,30,0,0,0,0,0,0,0,0,1,30,1
22,1,1,50,0,1,0,0,0,0,0,0,0,50,1
22,1,1,42,0,0,0,0,0,0,0,0,1,8,1
22,1,1,20,0,0,0,0,0,0,0,0,1,4,1
22,1,1,42,0,0,0,0,0,0,0,0,1,7,1
22,1,1,40,0,0,0,0,0,0,0,0,1,10,1
22,1,1,65,1,0,0,0,0,0,0,0,0,65,1
22,1,1,40,0,0,0,0,0,0,0,0,1,7,1
348,2,2,52,0,0,0,0,0,0,0,0,1,52,1
348,2,1,30,0,0,0,0,0,0,0,0,1,3,1
348,2,1,63,1,0,0,0,0,0,0,0,0,15,5
348,2,1,74,0,0,0,0,0,0,1,0,0,50,1
348,2,1,40,0,0,0,0,0,0,0,0,1,40,1
