"grappe","vague","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q05","s00q06"
325,1,1,64,0,1,0,0,0,0,0,0,0,64,1
325,1,1,75,0,0,0,0,0,0,1,0,0,75,1
325,1,2,66,0,0,0,0,0,0,0,0,1,38,1
325,1,1,30,0,0,0,0,0,0,0,0,1,30,1
325,1,1,34,0,0,1,0,0,0,0,0,0,34,4
256,2,1,44,1,0,0,0,0,0,0,0,0,44,2
256,2,1,74,0,1,0,0,0,0,0,0,0,35,1
256,2,1,53,0,0,1,0,0,0,0,0,0,31,5
256,2,1,55,0,1,0,0,0,0,0,0,0,35,2
256,2,1,75,0,1,0,0,0,0,0,0,0,60,1
256,2,1,51,0,1,0,0,0,0,0,0,0,23,1
256,2,1,68,0,1,0,0,0,0,0,0,0,51,4
256,2,1,55,0,1,0,0,0,0,0,0,0,30,1
415,1,1,60,1,0,0,0,0,0,0,0,0,60,1
415,1,1,50,0,0,0,0,0,0,0,0,1,7,1
415,1,1,53,0,0,0,0,0,0,0,0,1,53,1
415,1,1,48,0,0,0,0,0,0,0,0,1,48,1
415,1,1,67,0,0,0,0,0,0,1,0,0,67,1
415,1,1,55,0,0,0,0,0,0,0,0,1,55,1
415,1,1,65,0,0,0,0,0,0,0,0,1,65,1
415,1,1,50,0,0,0,0,0,1,0,0,0,50,1
415,1,1,45,0,0,0,0,0,0,0,0,1,45,1
251,1,1,39,0,0,0,0,0,0,0,0,1,39,2
251,1,1,79,0,0,0,0,0,0,0,0,1,79,1
251,1,1,52,0,0,0,0,0,1,0,0,0,52,1
251,1,1,85,1,0,0,0,0,0,0,0,0,85,1
251,1,1,70,0,0,0,0,0,0,1,0,0,70,1
251,1,1,45,0,0,0,0,0,0,0,0,1,45,1
251,1,1,52,0,0,0,0,0,0,1,0,0,52,1
251,1,1,69,0,1,0,0,0,0,0,0,0,69,1
410,2,1,79,0,1,0,0,0,0,0,0,0,60,1
410,2,1,55,0,1,0,0,0,0,0,0,0,55,1
410,2,1,36,0,0,0,1,0,0,0,0,0,6,4
410,2,1,42,0,0,0,0,0,0,0,1,0,42,1
410,2,1,64,1,0,0,0,0,0,0,0,0,62,1
410,2,1,70,0,1,0,0,0,0,0,0,0,45,1
410,2,1,50,0,0,0,0,0,1,0,0,0,35,1
410,2,1,44,0,1,0,0,0,0,0,0,0,44,1
303,1,1,39,0,0,1,0,0,0,0,0,0,0,4
303,1,1,70,0,1,0,0,0,0,0,0,0,60,2
303,1,1,32,0,1,0,0,0,0,0,0,0,32,1
303,1,1,47,0,1,0,0,0,0,0,0,0,47,1
303,1,2,60,0,0,0,0,0,0,0,0,1,60,1
303,1,1,48,0,0,0,0,0,0,1,0,0,35,1
303,1,2,25,0,0,0,0,0,0,0,0,1,25,1
218,2,1,57,0,1,0,0,0,0,0,0,0,30,1
218,2,1,42,0,1,0,0,0,0,0,0,0,25,2
218,2,1,50,0,0,0,0,0,0,0,1,0,50,1
218,2,1,26,0,0,0,0,0,1,0,0,0,1,3
218,2,1,66,0,0,0,0,0,0,0,0,1,40,1
218,2,1,25,0,0,0,0,0,0,0,0,1,3,1
218,2,1,67,0,0,0,0,0,0,0,0,1,9,1
218,2,1,65,0,0,0,0,0,1,0,0,0,33,1
218,2,1,56,1,0,0,0,0,0,0,0,0,56,1
154,2,1,47,0,0,0,0,0,0,0,0,1,31,1
154,2,1,49,0,0,0,0,0,0,0,0,1,49,1
154,2,1,37,0,0,0,0,0,0,0,0,1,16,1
154,2,1,43,0,1,0,0,0,0,0,0,0,20,1
154,2,1,39,0,0,0,0,0,0,0,0,1,39,1
154,2,1,36,0,0,0,0,0,0,0,0,1,36,1
154,2,1,53,0,0,0,0,0,0,0,0,1,33,1
154,2,1,61,0,1,0,0,0,0,0,0,0,45,1
154,2,1,31,0,0,1,0,0,0,0,0,0,3,3
154,2,1,52,0,0,0,0,0,0,0,0,1,35,1
154,2,1,56,1,0,0,0,0,0,0,0,0,35,1
154,2,1,55,0,0,0,0,0,0,0,0,1,30,1
154,2,1,35,0,0,0,0,0,0,1,0,0,35,2
154,2,1,47,0,0,0,0,0,0,0,0,1,19,1
438,2,1,55,0,1,0,0,0,0,0,0,0,55,2
438,2,1,40,0,1,0,0,0,0,0,0,0,5,1
438,2,1,55,0,1,0,0,0,0,0,0,0,55,1
438,2,1,35,0,0,0,0,0,1,0,0,0,35,1
438,2,1,65,0,1,0,0,0,0,0,0,0,65,1
438,2,1,65,1,0,0,0,0,0,0,0,0,18,1
438,2,1,42,0,0,0,0,0,1,0,0,0,42,1
438,2,1,69,0,1,0,0,0,0,0,0,0,7,1
438,2,1,45,0,0,0,0,0,1,0,0,0,45,1
281,1,1,63,0,1,0,0,0,0,0,0,0,63,1
281,1,1,44,0,0,0,0,0,1,0,0,0,14,1
281,1,1,70,0,0,0,0,0,1,0,0,0,70,1
281,1,1,75,0,0,0,0,0,1,0,0,0,75,1
281,1,1,65,0,1,0,0,0,0,0,0,0,65,1
281,1,1,40,0,0,0,0,0,1,0,0,0,40,1
281,1,1,70,1,0,0,0,0,0,0,0,0,70,1
281,1,1,75,0,0,0,0,0,1,0,0,0,75,1
281,1,1,76,0,0,0,0,0,0,0,0,1,76,1
281,1,1,66,0,0,0,0,0,0,0,0,1,66,1
281,1,1,70,0,0,0,0,0,1,0,0,0,70,1
281,1,1,70,0,0,0,0,0,1,0,0,0,70,1
281,1,1,67,0,0,0,0,0,0,0,0,1,50,1
281,1,1,65,0,1,0,0,0,0,0,0,0,65,1
271,1,1,43,0,0,0,0,0,0,1,0,0,23,2
271,1,1,50,0,0,1,0,0,0,0,0,0,0,4
271,1,1,50,0,0,0,0,0,0,0,0,1,8,1
271,1,1,70,0,1,0,0,0,0,0,0,0,70,1
271,1,1,43,1,0,0,0,0,0,0,0,0,6,1
271,1,1,30,0,0,0,0,0,0,0,0,1,1,3
271,1,2,65,0,0,0,0,0,0,0,0,1,52,1
90,2,1,28,0,0,1,0,0,0,0,0,0,2,3
90,2,1,27,0,0,0,0,0,0,1,0,0,27,1
90,2,1,38,0,1,0,0,0,0,0,0,0,38,1
90,2,1,46,0,1,0,0,0,0,0,0,0,46,1
90,2,1,42,1,0,0,0,0,0,0,0,0,42,1
90,2,1,34,0,0,0,0,0,0,0,1,0,34,2
90,2,1,40,0,0,0,0,0,0,1,0,0,40,1
90,2,1,53,0,1,0,0,0,0,0,0,0,40,1
206,2,1,51,0,1,0,0,0,0,0,0,0,51,3
206,2,2,60,0,0,0,0,0,0,0,0,1,60,1
206,2,1,52,0,0,0,0,0,0,0,0,1,52,4
206,2,1,52,1,0,0,0,0,0,0,0,0,52,4
206,2,1,62,0,0,0,0,0,0,0,0,1,62,1
206,2,1,37,0,0,0,0,0,0,0,0,1,37,3
206,2,2,35,0,0,0,0,0,0,0,0,1,35,1
206,2,1,52,0,1,0,0,0,0,0,0,0,52,3
279,1,1,45,0,0,0,0,0,1,0,0,0,1,1
279,1,1,80,0,0,0,0,0,0,0,0,1,80,1
279,1,1,48,0,1,0,0,0,0,0,0,0,20,1
279,1,1,60,0,1,0,0,0,0,0,0,0,60,3
279,1,1,25,0,0,0,0,0,0,0,0,1,25,3
279,1,1,70,0,0,0,0,0,1,0,0,0,70,1
279,1,1,35,0,0,0,0,0,1,0,0,0,35,1
279,1,1,30,0,0,1,0,0,0,0,0,0,4,5
279,1,1,70,0,0,0,0,0,0,0,0,1,25,1
279,1,1,24,0,0,0,0,0,0,0,0,1,23,3
279,1,1,80,0,1,0,0,0,0,0,0,0,80,1
279,1,1,63,0,1,0,0,0,0,0,0,0,63,1
279,1,1,70,0,1,0,0,0,0,0,0,0,70,1
279,1,1,80,0,0,0,0,0,1,0,0,0,50,1
62,1,2,37,0,0,0,0,0,1,0,0,0,5,1
62,1,1,22,0,0,1,0,0,0,0,0,0,2,4
62,1,1,37,0,1,0,0,0,0,0,0,0,10,3
62,1,2,30,0,0,0,0,0,0,0,0,1,5,1
62,1,1,64,0,1,0,0,0,0,0,0,0,50,1
62,1,2,43,0,0,0,0,0,0,0,0,1,24,3
62,1,2,40,0,0,0,0,0,0,0,0,1,4,1
62,1,1,50,0,0,0,0,0,0,1,0,0,4,1
62,1,2,42,0,0,0,0,0,0,0,0,1,18,1
62,1,1,55,1,0,0,0,0,0,0,0,0,55,1
62,1,1,47,0,0,0,0,0,0,0,0,1,9,1
62,1,1,46,0,1,0,0,0,0,0,0,0,4,2
62,1,1,67,0,1,0,0,0,0,0,0,0,44,1
62,1,1,70,0,1,0,0,0,0,0,0,0,36,1
234,2,1,65,0,1,0,0,0,0,0,0,0,13,1
234,2,1,49,0,1,0,0,0,0,0,0,0,40,3
234,2,1,57,0,1,0,0,0,0,0,0,0,21,1
234,2,1,36,0,1,0,0,0,0,0,0,0,36,1
234,2,1,43,1,0,0,0,0,0,0,0,0,43,3
234,2,1,59,0,1,0,0,0,0,0,0,0,23,1
193,1,1,57,0,0,0,0,0,0,0,0,1,57,1
193,1,1,60,0,0,0,0,0,1,0,0,0,60,1
193,1,1,45,0,0,0,0,0,0,0,0,1,45,2
193,1,1,47,0,0,0,0,0,1,0,0,0,47,1
193,1,1,57,0,0,0,0,0,0,0,0,1,57,1
193,1,1,67,0,0,0,0,0,0,0,0,1,67,1
193,1,1,80,0,1,0,0,0,0,0,0,0,80,1
193,1,1,46,0,1,0,0,0,0,0,0,0,46,2
193,1,1,45,0,0,0,0,0,0,0,0,1,45,1
193,1,1,67,0,0,0,0,0,0,1,0,0,45,1
193,1,1,75,0,1,0,0,0,0,0,0,0,75,1
193,1,1,56,1,0,0,0,0,0,0,0,0,56,3
193,1,1,65,0,1,0,0,0,0,0,0,0,42,1
193,1,1,49,0,0,0,0,0,1,0,0,0,49,1
478,2,1,76,1,0,0,0,0,0,0,0,0,76,2
478,2,1,60,0,1,0,0,0,0,0,0,0,60,1
478,2,1,65,0,1,0,0,0,0,0,0,0,65,1
478,2,1,56,0,1,0,0,0,0,0,0,0,56,1
478,2,1,57,0,1,0,0,0,0,0,0,0,57,1
157,1,2,31,0,0,0,1,0,0,0,0,0,3,3
157,1,1,30,0,1,0,0,0,0,0,0,0,30,3
157,1,1,86,0,0,0,0,0,0,1,0,0,86,1
157,1,1,37,0,0,1,0,0,0,0,0,0,4,4
157,1,1,83,1,0,0,0,0,0,0,0,0,83,1
157,1,1,27,0,0,1,0,0,0,0,0,0,2,3
436,2,1,53,1,0,0,0,0,0,0,0,0,53,5
436,2,2,37,0,0,0,0,0,1,0,0,0,37,3
436,2,1,62,0,1,0,0,0,0,0,0,0,18,2
436,2,1,42,0,0,0,0,0,0,0,0,1,20,5
436,2,1,63,0,1,0,0,0,0,0,0,0,37,2
436,2,1,65,0,1,0,0,0,0,0,0,0,65,4
436,2,2,60,0,0,0,0,0,0,0,1,0,60,1
436,2,2,42,0,0,0,1,0,0,0,0,0,10,4
436,2,1,53,0,1,0,0,0,0,0,0,0,53,3
436,2,2,42,0,0,0,0,0,1,0,0,0,42,1
121,1,2,34,0,0,1,0,0,0,0,0,0,13,3
121,1,1,36,0,0,0,0,1,0,0,0,0,36,1
121,1,1,41,0,0,0,0,1,0,0,0,0,41,1
121,1,1,56,0,0,0,0,0,0,1,0,0,56,1
121,1,1,52,0,1,0,0,0,0,0,0,0,52,1
121,1,1,47,1,0,0,0,0,0,0,0,0,47,2
335,1,1,58,0,1,0,0,0,0,0,0,0,58,1
335,1,1,37,1,0,0,0,0,0,0,0,0,35,3
335,1,1,57,0,0,0,0,0,0,1,0,0,57,1
335,1,1,37,0,0,0,0,0,0,0,0,1,37,3
335,1,1,55,0,1,0,0,0,0,0,0,0,55,1
335,1,1,47,0,1,0,0,0,0,0,0,0,47,1
335,1,2,45,0,1,0,0,0,0,0,0,0,45,1
335,1,1,80,0,1,0,0,0,0,0,0,0,80,1
335,1,2,50,0,0,0,0,0,0,0,0,1,50,1
170,2,1,59,0,0,0,0,0,0,1,0,0,59,1
170,2,2,70,0,0,0,0,0,1,0,0,0,70,1
170,2,1,53,0,1,0,0,0,0,0,0,0,53,1
170,2,1,53,0,1,0,0,0,0,0,0,0,53,1
170,2,1,37,0,0,0,0,0,1,0,0,0,37,2
170,2,2,54,0,0,0,0,0,1,0,0,0,54,1
170,2,2,49,0,1,0,0,0,0,0,0,0,35,1
170,2,2,55,0,1,0,0,0,0,0,0,0,55,1
170,2,2,70,0,1,0,0,0,0,0,0,0,70,1
170,2,1,56,1,0,0,0,0,0,0,0,0,56,1
170,2,1,37,0,0,0,0,0,0,0,0,1,37,1
96,2,1,63,0,1,0,0,0,0,0,0,0,63,1
96,2,1,57,1,0,0,0,0,0,0,0,0,57,1
96,2,1,70,0,1,0,0,0,0,0,0,0,70,1
96,2,1,49,0,1,0,0,0,0,0,0,0,45,1
96,2,1,45,0,1,0,0,0,0,0,0,0,45,1
96,2,1,40,0,1,0,0,0,0,0,0,0,40,1
96,2,1,33,0,0,0,0,0,0,0,0,1,15,1
392,2,1,49,0,0,0,0,0,1,0,0,0,2,1
392,2,1,60,0,0,0,0,0,1,0,0,0,60,1
392,2,1,49,0,0,0,0,0,1,0,0,0,49,1
392,2,1,48,0,0,0,0,0,0,1,0,0,10,1
392,2,1,23,0,0,0,0,0,0,0,0,1,23,3
392,2,1,55,0,0,0,0,0,0,0,0,1,1,1
392,2,1,55,0,0,0,0,0,0,0,0,1,15,1
392,2,1,70,1,0,0,0,0,0,0,0,0,70,1
286,2,1,72,1,0,0,0,0,0,0,0,0,72,1
286,2,1,52,0,1,0,0,0,0,0,0,0,0,5
286,2,1,48,0,1,0,0,0,0,0,0,0,48,1
286,2,1,32,0,1,0,0,0,0,0,0,0,32,1
286,2,1,62,1,0,0,0,0,0,0,0,0,62,1
286,2,1,67,0,1,0,0,0,0,0,0,0,67,1
286,2,1,60,0,1,0,0,0,0,0,0,0,60,1
286,2,1,53,0,1,0,0,0,0,0,0,0,53,1
286,2,1,38,0,0,1,0,0,0,0,0,0,5,5
159,1,1,57,0,0,0,0,0,0,0,0,1,10,1
159,1,1,52,0,0,0,0,0,0,0,0,1,52,1
159,1,1,32,0,0,0,0,0,0,0,0,1,1,3
159,1,2,45,0,0,0,0,0,0,0,0,1,40,2
159,1,1,35,0,0,0,0,0,0,0,0,1,8,3
159,1,1,70,1,0,0,0,0,0,0,0,0,70,1
159,1,1,32,0,0,0,0,0,0,0,0,1,1,3
159,1,1,56,0,1,0,0,0,0,0,0,0,1,1
159,1,2,28,0,0,0,0,0,0,0,0,1,18,2
159,1,1,60,0,0,0,0,0,0,0,0,1,25,1
171,1,2,25,0,0,0,0,0,0,0,0,1,8,2
171,1,1,45,0,0,0,1,0,0,0,0,0,0,4
171,1,1,55,0,0,0,0,0,0,0,0,1,35,1
171,1,1,39,0,0,1,0,0,0,0,0,0,5,4
171,1,1,60,1,0,0,0,0,0,0,0,0,45,1
171,1,1,32,0,0,0,0,0,0,0,0,1,19,1
171,1,1,49,0,0,0,1,0,0,0,0,0,1,3
171,1,2,64,0,0,0,0,0,0,0,0,1,52,1
171,1,1,35,0,0,0,0,0,0,0,0,1,15,1
171,1,1,32,0,1,0,0,0,0,0,0,0,32,1
171,1,1,41,0,1,0,0,0,0,0,0,0,34,1
488,2,1,64,1,0,0,0,0,0,0,0,0,64,1
488,2,1,55,0,1,0,0,0,0,0,0,0,55,1
413,1,1,60,0,0,0,0,0,0,1,0,0,60,2
413,1,1,60,1,0,0,0,0,0,0,0,0,7,1
413,1,1,50,0,1,0,0,0,0,0,0,0,50,1
413,1,1,70,0,0,0,0,0,0,0,0,1,70,1
413,1,1,75,0,0,0,0,0,1,0,0,0,75,1
413,1,1,50,0,0,0,0,0,0,0,0,1,50,1
413,1,1,28,0,0,0,0,0,1,0,0,0,6,1
413,1,1,40,0,0,0,0,0,1,0,0,0,3,1
208,2,1,39,0,0,0,0,1,0,0,0,0,6,3
208,2,1,38,0,0,0,0,0,0,0,0,1,0,1
208,2,1,45,0,0,0,0,0,0,0,1,0,1,1
208,2,1,54,0,0,0,0,0,0,1,0,0,5,1
208,2,1,66,0,0,0,0,0,0,0,0,1,9,1
208,2,1,60,0,0,0,0,0,1,0,0,0,40,1
208,2,1,57,1,0,0,0,0,0,0,0,0,21,1
208,2,1,60,0,0,0,0,0,0,0,0,1,7,1
208,2,1,48,0,0,0,0,0,0,0,0,1,20,2
208,2,1,36,0,0,0,0,0,0,0,0,1,0,1
208,2,1,45,1,0,0,0,0,0,0,0,0,45,3
490,2,1,68,0,1,0,0,0,0,0,0,0,10,1
490,2,1,45,0,0,0,0,0,1,0,0,0,5,1
490,2,1,59,1,0,0,0,0,0,0,0,0,59,1
490,2,1,41,0,0,0,0,0,0,1,0,0,15,1
490,2,1,46,0,0,0,0,0,1,0,0,0,10,4
490,2,1,57,0,0,0,0,0,1,0,0,0,15,1
490,2,1,45,0,1,0,0,0,0,0,0,0,10,1
490,2,1,37,0,0,0,0,0,1,0,0,0,37,3
194,2,1,43,0,0,0,0,0,0,0,0,1,23,1
194,2,1,40,0,0,0,0,0,0,1,0,0,27,1
194,2,1,70,1,0,0,0,0,0,0,0,0,35,1
194,2,1,65,0,1,0,0,0,0,0,0,0,36,1
194,2,1,50,0,0,1,0,0,0,0,0,0,3,4
194,2,1,45,0,0,0,0,0,0,0,0,1,27,1
194,2,1,50,0,0,0,0,0,0,1,0,0,50,1
194,2,1,76,0,0,1,0,0,0,0,0,0,1,4
194,2,1,70,0,1,0,0,0,0,0,0,0,36,1
179,1,2,45,0,0,0,0,0,0,0,0,1,25,1
179,1,1,51,0,0,0,0,0,0,0,0,1,8,3
179,1,1,41,0,0,0,0,0,0,0,0,1,41,1
179,1,1,62,0,0,0,0,0,0,0,0,1,10,1
179,1,1,62,1,0,0,0,0,0,0,0,0,35,1
179,1,1,47,0,0,0,0,0,0,0,0,1,15,1
179,1,1,60,0,0,0,0,0,0,0,0,1,24,1
179,1,2,47,0,0,0,0,0,0,0,0,1,33,3
179,1,1,63,0,0,0,0,0,0,0,0,1,10,1
179,1,1,52,0,0,0,0,0,0,0,0,1,6,1
441,1,2,41,0,0,0,0,0,0,0,0,1,41,2
441,1,2,43,0,0,0,0,0,0,0,0,1,43,3
441,1,1,72,1,0,0,0,0,0,0,0,0,72,1
441,1,2,43,0,0,0,0,0,0,0,0,1,43,2
350,2,1,60,0,1,0,0,0,0,0,0,0,60,1
350,2,1,53,0,1,0,0,0,0,0,0,0,53,1
350,2,1,55,0,1,0,0,0,0,0,0,0,55,1
350,2,1,57,0,1,0,0,0,0,0,0,0,57,1
350,2,1,23,0,0,0,0,0,0,0,0,1,23,1
350,2,1,57,1,0,0,0,0,0,0,0,0,57,1
350,2,1,60,0,0,0,0,0,0,1,0,0,60,1
703,2,1,38,0,1,0,0,0,0,0,0,0,38,1
703,2,1,56,0,0,0,0,0,0,0,0,1,35,2
703,2,1,63,0,0,0,0,0,0,1,0,0,63,1
703,2,1,48,0,1,0,0,0,0,0,0,0,48,1
703,2,1,49,0,1,0,0,0,0,0,0,0,49,3
703,2,1,40,0,0,1,0,0,0,0,0,0,40,5
703,2,1,63,0,1,0,0,0,0,0,0,0,63,2
703,2,1,46,1,0,0,0,0,0,0,0,0,46,2
703,2,1,42,0,1,0,0,0,0,0,0,0,30,1
703,2,2,42,0,0,0,0,0,0,0,0,1,42,2
60,2,1,25,0,0,1,0,0,0,0,0,0,22,5
60,2,1,40,1,0,0,0,0,0,0,0,0,32,3
60,2,2,63,0,0,0,0,0,0,0,0,1,63,2
60,2,1,55,0,1,0,0,0,0,0,0,0,55,1
60,2,2,29,0,0,0,0,1,0,0,0,0,29,5
60,2,1,30,0,0,0,0,0,0,1,0,0,30,1
60,2,2,23,0,0,0,0,0,0,0,0,1,5,5
60,2,1,23,0,0,1,0,0,0,0,0,0,23,3
190,2,1,50,0,0,1,0,0,0,0,0,0,4,4
190,2,1,60,0,1,0,0,0,0,0,0,0,60,1
190,2,2,55,0,0,0,0,0,0,0,0,1,38,1
190,2,1,61,1,0,0,0,0,0,0,0,0,61,1
190,2,1,46,0,0,0,0,0,0,0,0,1,46,1
190,2,1,20,0,0,0,0,0,0,0,0,1,20,3
190,2,2,40,0,0,0,0,0,0,0,0,1,25,1
190,2,2,57,0,1,0,0,0,0,0,0,0,57,1
190,2,2,38,0,0,0,0,0,0,0,0,1,25,1
190,2,1,70,0,1,0,0,0,0,0,0,0,70,1
192,2,1,60,0,1,0,0,0,0,0,0,0,60,1
192,2,1,66,0,1,0,0,0,0,0,0,0,66,2
192,2,1,53,0,1,0,0,0,0,0,0,0,53,1
192,2,2,40,0,0,0,0,0,0,0,0,1,40,3
192,2,1,29,0,0,1,0,0,0,0,0,0,2,4
192,2,2,50,0,0,0,0,0,0,0,0,1,50,1
192,2,2,72,0,0,0,0,0,0,0,0,1,72,1
192,2,2,45,0,1,0,0,0,0,0,0,0,45,1
192,2,1,60,1,0,0,0,0,0,0,0,0,60,2
339,1,2,58,0,0,0,0,0,0,0,0,1,58,1
339,1,1,80,0,0,0,0,0,0,1,0,0,80,1
339,1,1,60,1,0,0,0,0,0,0,0,0,60,1
339,1,1,60,0,0,0,0,0,0,0,0,1,60,1
339,1,1,48,0,0,0,0,0,0,1,0,0,48,1
339,1,1,55,0,1,0,0,0,0,0,0,0,55,1
339,1,1,65,0,1,0,0,0,0,0,0,0,65,1
339,1,1,60,0,1,0,0,0,0,0,0,0,60,1
237,1,1,22,0,0,0,0,0,0,0,0,1,22,2
237,1,2,45,0,0,0,0,0,0,0,0,1,45,1
237,1,1,24,0,0,0,0,0,0,0,0,1,24,2
237,1,1,52,0,0,0,0,0,0,0,0,1,52,1
237,1,1,48,0,0,0,0,0,0,0,0,1,48,1
237,1,1,58,1,0,0,0,0,0,0,0,0,58,1
237,1,1,34,0,0,1,0,0,0,0,0,0,9,4
427,1,1,60,0,0,0,0,0,0,0,0,1,10,1
427,1,1,23,0,0,0,0,0,0,0,0,1,5,1
427,1,1,27,0,0,0,0,0,0,0,0,1,3,1
427,1,1,70,0,0,0,0,0,0,0,0,1,50,1
427,1,1,55,0,0,0,0,0,0,0,0,1,55,1
427,1,1,42,0,0,0,0,0,1,0,0,0,10,1
427,1,1,70,1,0,0,0,0,0,0,0,0,70,1
364,2,1,50,0,0,0,0,0,0,1,0,0,30,1
364,2,1,75,0,0,0,0,0,0,0,0,1,25,1
364,2,1,42,0,0,0,0,0,0,0,0,1,15,1
364,2,1,59,1,0,0,0,0,0,0,0,0,30,3
364,2,1,70,0,0,0,0,0,1,0,0,0,70,2
201,1,1,87,1,0,0,0,0,0,0,0,0,87,1
201,1,1,55,0,1,0,0,0,0,0,0,0,55,1
201,1,2,40,0,0,0,0,0,0,0,0,1,40,1
201,1,1,50,0,1,0,0,0,0,0,0,0,50,2
201,1,1,60,0,0,0,0,0,0,0,0,1,60,2
201,1,1,55,0,0,0,1,0,0,0,0,0,1,5
201,1,1,55,0,0,0,0,0,0,0,0,1,55,3
201,1,1,51,0,0,0,0,0,1,0,0,0,51,3
367,1,1,60,0,1,0,0,0,0,0,0,0,60,1
367,1,1,35,1,0,0,0,0,0,0,0,0,35,1
367,1,1,42,0,1,0,0,0,0,0,0,0,42,3
367,1,1,48,0,0,1,0,0,0,0,0,0,2,4
367,1,1,55,1,0,0,0,0,0,0,0,0,55,1
367,1,1,58,0,1,0,0,0,0,0,0,0,58,1
367,1,1,80,0,0,0,0,0,0,1,0,0,80,1
243,1,1,46,0,0,0,0,0,1,0,0,0,46,1
243,1,1,45,0,0,0,0,0,0,0,0,1,40,1
243,1,1,52,0,0,0,0,0,1,0,0,0,52,1
243,1,1,65,0,0,0,0,0,0,0,0,1,65,1
243,1,1,65,0,1,0,0,0,0,0,0,0,65,1
243,1,2,40,0,0,0,0,0,0,0,0,1,40,2
243,1,1,73,0,0,0,0,0,0,0,0,1,73,1
243,1,1,75,1,0,0,0,0,0,0,0,0,75,1
243,1,1,72,0,0,0,0,0,0,0,0,1,72,1
243,1,1,60,0,0,0,0,0,0,0,0,1,60,1
243,1,1,44,0,0,0,0,0,0,0,0,1,44,2
123,1,1,55,0,0,0,0,0,0,0,1,0,55,1
123,1,1,70,0,1,0,0,0,0,0,0,0,60,2
123,1,1,78,0,1,0,0,0,0,0,0,0,68,1
123,1,1,41,0,0,1,0,0,0,0,0,0,2,4
123,1,2,27,0,0,0,1,0,0,0,0,0,0,4
123,1,1,69,1,0,0,0,0,0,0,0,0,59,1
123,1,1,33,0,0,0,0,1,0,0,0,0,33,1
65,2,1,39,0,0,0,1,0,0,0,0,0,8,4
65,2,1,28,0,0,0,0,0,0,0,0,1,28,1
65,2,1,33,0,1,0,0,0,0,0,0,0,33,1
65,2,1,40,0,1,0,0,0,0,0,0,0,40,1
65,2,1,70,1,0,0,0,0,0,0,0,0,70,1
65,2,1,54,0,0,0,0,0,0,1,0,0,54,1
65,2,1,39,0,1,0,0,0,0,0,0,0,39,2
65,2,1,47,0,1,0,0,0,0,0,0,0,47,1
65,2,1,45,0,1,0,0,0,0,0,0,0,45,1
65,2,1,62,0,1,0,0,0,0,0,0,0,62,1
65,2,1,27,0,0,1,0,0,0,0,0,0,0,4
26,2,2,48,0,1,0,0,0,0,0,0,0,30,1
26,2,2,41,0,1,0,0,0,0,0,0,0,41,5
26,2,1,62,0,1,0,0,0,0,0,0,0,20,4
26,2,1,57,0,0,0,0,0,0,1,0,0,20,1
26,2,2,49,0,1,0,0,0,0,0,0,0,49,1
26,2,1,52,0,1,0,0,0,0,0,0,0,25,1
26,2,2,44,0,1,0,0,0,0,0,0,0,44,1
144,2,2,47,0,0,0,0,0,0,0,0,1,47,2
144,2,1,65,0,0,0,0,0,0,1,0,0,65,1
144,2,1,43,0,0,0,0,0,1,0,0,0,43,1
144,2,1,65,0,1,0,0,0,0,0,0,0,65,1
144,2,1,31,0,0,1,0,0,0,0,0,0,1,4
144,2,1,49,0,0,0,0,0,0,0,0,1,31,2
144,2,1,51,0,1,0,0,0,0,0,0,0,19,3
144,2,1,54,1,0,0,0,0,0,0,0,0,25,3
45,1,2,57,0,0,0,0,0,0,0,0,1,21,3
45,1,1,39,0,0,0,0,0,0,0,0,1,15,2
45,1,1,75,0,0,0,0,0,0,1,0,0,20,1
45,1,1,70,0,1,0,0,0,0,0,0,0,38,1
45,1,1,50,0,0,0,0,0,0,0,0,1,19,3
45,1,2,31,0,0,0,0,0,0,0,0,1,31,3
45,1,1,60,0,0,0,0,0,0,0,0,1,35,1
158,2,1,55,0,0,0,0,0,0,1,0,0,55,1
158,2,1,40,0,0,0,0,0,0,0,0,1,20,2
158,2,1,61,0,1,0,0,0,0,0,0,0,40,1
158,2,1,62,0,0,0,0,0,0,0,0,1,62,1
158,2,1,46,0,0,0,0,0,0,0,0,1,27,1
158,2,1,49,1,0,0,0,0,0,0,0,0,49,1
158,2,1,43,0,0,0,0,0,0,0,0,1,43,1
158,2,1,35,0,0,1,0,0,0,0,0,0,5,4
158,2,2,37,0,0,0,0,0,0,0,0,1,19,2
330,2,1,46,0,1,0,0,0,0,0,0,0,46,1
330,2,1,64,0,1,0,0,0,0,0,0,0,64,1
330,2,2,29,0,0,0,1,0,0,0,0,0,4,4
330,2,1,42,0,1,0,0,0,0,0,0,0,42,1
330,2,1,64,0,1,0,0,0,0,0,0,0,64,1
330,2,1,65,0,1,0,0,0,0,0,0,0,65,1
330,2,1,67,1,0,0,0,0,0,0,0,0,67,1
330,2,1,65,0,1,0,0,0,0,0,0,0,65,1
330,2,1,38,0,0,0,0,0,0,0,0,1,38,1
330,2,2,32,0,0,0,0,0,0,0,0,1,32,1
330,2,1,62,0,1,0,0,0,0,0,0,0,62,1
